종목,월,방향,손절선(%),구간,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 200,2,위,-5.0,최근 10년,10,-7.95,-0.8,30.0,1.258,44.3,3.1,-2.46,7,9.06,-5.0,3.87,0,1,5.5,예,2017-02-20,2026-02-20
KODEX 200,2,위,-5.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,2,위,-6.0,전체,24,-10.86,-0.45,45.83,0.75,57.14,1.72,-2.29,13,9.06,-6.0,3.0,0,1,5.79,예,2003-02-20,2026-02-20
KODEX 200,2,위,-6.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,1.48,-1.91,6,2.75,-5.1,2.32,0,0,5.92,예,2003-02-20,2014-02-20
KODEX 200,2,위,-6.0,뒤 절반,12,-8.28,-0.69,41.67,0.764,56.67,1.99,-2.61,7,9.06,-6.0,3.65,0,1,5.67,예,2015-02-17,2026-02-20
KODEX 200,2,위,-6.0,최근 10년,10,-8.95,-0.9,30.0,1.189,45.69,3.1,-2.61,7,9.06,-6.0,4.0,0,1,5.7,예,2017-02-20,2026-02-20
KODEX 200,2,위,-6.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,2,위,-7.0,전체,24,-12.7,-0.53,45.83,0.706,58.6,1.72,-2.43,13,9.06,-7.84,3.17,1,0,5.88,예,2003-02-20,2026-02-20
KODEX 200,2,위,-7.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,1.48,-1.91,6,2.75,-5.1,2.32,0,0,5.92,예,2003-02-20,2014-02-20
KODEX 200,2,위,-7.0,뒤 절반,12,-10.12,-0.84,41.67,0.694,59.01,1.99,-2.87,7,9.06,-7.84,3.92,1,0,5.83,예,2015-02-17,2026-02-20
KODEX 200,2,위,-7.0,최근 10년,10,-10.79,-1.08,30.0,1.08,48.08,3.1,-2.87,7,9.06,-7.84,4.3,1,0,5.9,예,2017-02-20,2026-02-20
KODEX 200,2,위,-7.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,2,위,-8.0,전체,24,-12.86,-0.54,45.83,0.703,58.73,1.72,-2.44,13,9.06,-8.0,3.18,0,1,5.88,예,2003-02-20,2026-02-20
KODEX 200,2,위,-8.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,1.48,-1.91,6,2.75,-5.1,2.32,0,0,5.92,예,2003-02-20,2014-02-20
KODEX 200,2,위,-8.0,뒤 절반,12,-10.28,-0.86,41.67,0.689,59.21,1.99,-2.89,7,9.06,-8.0,3.95,0,1,5.83,예,2015-02-17,2026-02-20
KODEX 200,2,위,-8.0,최근 10년,10,-10.95,-1.1,30.0,1.071,48.28,3.1,-2.89,7,9.06,-8.0,4.32,0,1,5.9,예,2017-02-20,2026-02-20
KODEX 200,2,위,-8.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,2,위,-9.0,전체,24,-13.86,-0.58,45.83,0.681,59.48,1.72,-2.52,13,9.06,-9.0,3.29,0,1,5.88,예,2003-02-20,2026-02-20
KODEX 200,2,위,-9.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,1.48,-1.91,6,2.75,-5.1,2.32,0,0,5.92,예,2003-02-20,2014-02-20
KODEX 200,2,위,-9.0,뒤 절반,12,-11.28,-0.94,41.67,0.657,60.37,1.99,-3.04,7,9.06,-9.0,4.12,0,1,5.83,예,2015-02-17,2026-02-20
KODEX 200,2,위,-9.0,최근 10년,10,-11.95,-1.2,30.0,1.021,49.48,3.1,-3.04,7,9.06,-9.0,4.51,0,1,5.9,예,2017-02-20,2026-02-20
KODEX 200,2,위,-9.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,2,위,-10.0,전체,24,-14.35,-0.6,45.83,0.671,59.83,1.72,-2.56,13,9.06,-9.49,3.35,0,0,5.88,예,2003-02-20,2026-02-20
KODEX 200,2,위,-10.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,1.48,-1.91,6,2.75,-5.1,2.32,0,0,5.92,예,2003-02-20,2014-02-20
KODEX 200,2,위,-10.0,뒤 절반,12,-11.77,-0.98,41.67,0.642,60.91,1.99,-3.11,7,9.06,-9.49,4.21,0,0,5.83,예,2015-02-17,2026-02-20
KODEX 200,2,위,-10.0,최근 10년,10,-12.44,-1.24,30.0,0.998,50.05,3.1,-3.11,7,9.06,-9.49,4.6,0,0,5.9,예,2017-02-20,2026-02-20
KODEX 200,2,위,-10.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,2,위,무손절,전체,24,-14.35,-0.6,45.83,0.671,59.83,1.72,-2.56,13,9.06,-9.49,3.35,0,0,5.88,예,2003-02-20,2026-02-20
KODEX 200,2,위,무손절,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,1.48,-1.91,6,2.75,-5.1,2.32,0,0,5.92,예,2003-02-20,2014-02-20
KODEX 200,2,위,무손절,뒤 절반,12,-11.77,-0.98,41.67,0.642,60.91,1.99,-3.11,7,9.06,-9.49,4.21,0,0,5.83,예,2015-02-17,2026-02-20
KODEX 200,2,위,무손절,최근 10년,10,-12.44,-1.24,30.0,0.998,50.05,3.1,-3.11,7,9.06,-9.49,4.6,0,0,5.9,예,2017-02-20,2026-02-20
KODEX 200,2,위,무손절,최근 5년,5,0.81,0.16,20.0,4.393,18.54,9.06,-2.06,4,9.06,-4.22,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20
KODEX 200,3,아래,-3.0,전체,24,-5.38,-0.22,37.5,1.409,41.51,3.27,-2.32,15,12.96,-5.94,3.89,4,3,6.79,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-3.0,앞 절반,12,-12.16,-1.01,33.33,0.792,55.82,1.99,-2.52,8,5.52,-4.51,2.74,3,1,6.58,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-3.0,뒤 절반,12,6.78,0.57,41.67,2.046,32.83,4.3,-2.1,7,12.96,-5.94,4.77,1,2,7.0,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-3.0,최근 10년,10,6.7,0.67,40.0,2.21,31.15,5.21,-2.36,6,12.96,-5.94,5.26,1,2,6.8,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-3.0,최근 5년,5,10.9,2.18,40.0,3.793,20.87,9.02,-2.38,3,12.96,-3.0,6.88,0,2,6.6,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-4.0,전체,24,-9.43,-0.39,37.5,1.263,44.2,3.27,-2.59,15,12.96,-5.94,4.03,2,4,7.21,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-4.0,앞 절반,12,-14.21,-1.18,33.33,0.718,58.19,1.99,-2.77,8,5.52,-4.51,2.9,1,2,7.17,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-4.0,뒤 절반,12,4.78,0.4,41.67,1.801,35.7,4.3,-2.39,7,12.96,-5.94,4.92,1,2,7.25,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-4.0,최근 10년,10,4.7,0.47,40.0,1.936,34.06,5.21,-2.69,6,12.96,-5.94,5.43,1,2,7.1,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-4.0,최근 5년,5,8.9,1.78,40.0,2.962,25.24,9.02,-3.04,3,12.96,-4.0,7.26,0,2,7.2,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-5.0,전체,24,-11.55,-0.48,37.5,1.197,45.51,3.27,-2.73,15,12.96,-5.94,4.13,1,3,7.46,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-5.0,앞 절반,12,-16.71,-1.39,33.33,0.646,60.76,1.99,-3.08,8,5.52,-5.0,3.14,0,3,7.42,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-5.0,뒤 절반,12,5.16,0.43,41.67,1.842,35.18,4.3,-2.33,7,12.96,-5.94,4.89,1,0,7.5,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-5.0,최근 10년,10,5.07,0.51,40.0,1.983,33.53,5.21,-2.63,6,12.96,-5.94,5.4,1,0,7.4,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-5.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-6.0,전체,24,-14.14,-0.59,37.5,1.126,47.03,3.27,-2.91,15,12.96,-6.0,4.26,0,3,7.5,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-6.0,앞 절반,12,-19.24,-1.6,33.33,0.586,63.07,1.99,-3.4,8,5.52,-6.0,3.42,0,2,7.5,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-6.0,뒤 절반,12,5.1,0.43,41.67,1.836,35.26,4.3,-2.34,7,12.96,-6.0,4.9,0,1,7.5,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-6.0,최근 10년,10,5.01,0.5,40.0,1.975,33.61,5.21,-2.64,6,12.96,-6.0,5.41,0,1,7.4,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-6.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-7.0,전체,24,-16.35,-0.68,37.5,1.072,48.27,3.27,-3.05,15,12.96,-7.0,4.39,0,2,7.58,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-7.0,앞 절반,12,-20.46,-1.7,33.33,0.561,64.08,1.99,-3.55,8,5.52,-7.0,3.57,0,1,7.67,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-7.0,뒤 절반,12,4.1,0.34,41.67,1.73,36.63,4.3,-2.48,7,12.96,-7.0,5.03,0,1,7.5,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-7.0,최근 10년,10,4.01,0.4,40.0,1.858,34.99,5.21,-2.8,6,12.96,-7.0,5.55,0,1,7.4,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-7.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-8.0,전체,24,-13.38,-0.56,37.5,1.146,46.6,3.27,-2.86,15,12.96,-8.0,4.28,0,1,7.67,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-8.0,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,1.99,-3.06,8,5.52,-6.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-8.0,뒤 절반,12,3.1,0.26,41.67,1.636,37.93,4.3,-2.63,7,12.96,-8.0,5.16,0,1,7.5,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-8.0,최근 10년,10,3.01,0.3,40.0,1.754,36.32,5.21,-2.97,6,12.96,-8.0,5.7,0,1,7.4,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-8.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-9.0,전체,24,-14.38,-0.6,37.5,1.12,47.17,3.27,-2.92,15,12.96,-9.0,4.36,0,1,7.67,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-9.0,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,1.99,-3.06,8,5.52,-6.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-9.0,뒤 절반,12,2.1,0.18,41.67,1.552,39.19,4.3,-2.77,7,12.96,-9.0,5.32,0,1,7.5,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-9.0,최근 10년,10,2.01,0.2,40.0,1.66,37.59,5.21,-3.14,6,12.96,-9.0,5.87,0,1,7.4,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-9.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,-10.0,전체,24,-15.38,-0.64,37.5,1.095,47.73,3.27,-2.99,15,12.96,-10.0,4.45,0,1,7.71,예,2003-03-20,2026-03-20
KODEX 200,3,아래,-10.0,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,1.99,-3.06,8,5.52,-6.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,아래,-10.0,뒤 절반,12,1.1,0.09,41.67,1.476,40.39,4.3,-2.91,7,12.96,-10.0,5.48,0,1,7.58,예,2015-03-20,2026-03-20
KODEX 200,3,아래,-10.0,최근 10년,10,1.01,0.1,40.0,1.577,38.81,5.21,-3.3,6,12.96,-10.0,6.05,0,1,7.5,예,2017-03-20,2026-03-20
KODEX 200,3,아래,-10.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,아래,무손절,전체,24,-15.89,-0.66,37.5,1.083,48.01,3.27,-3.02,15,12.96,-10.51,4.5,0,0,7.83,예,2003-03-20,2026-03-20
KODEX 200,3,아래,무손절,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,1.99,-3.06,8,5.52,-6.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,아래,무손절,뒤 절반,12,0.59,0.05,41.67,1.44,40.99,4.3,-2.99,7,12.96,-10.51,5.56,0,0,7.83,예,2015-03-20,2026-03-20
KODEX 200,3,아래,무손절,최근 10년,10,0.51,0.05,40.0,1.537,39.41,5.21,-3.39,6,12.96,-10.51,6.15,0,0,7.8,예,2017-03-20,2026-03-20
KODEX 200,3,아래,무손절,최근 5년,5,9.28,1.86,40.0,3.089,24.45,9.02,-2.92,3,12.96,-4.27,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-3.0,전체,24,1.95,0.08,54.17,0.899,52.67,2.56,-2.85,11,6.21,-7.18,3.35,4,3,6.46,예,2003-03-20,2026-03-20
KODEX 200,3,위,-3.0,앞 절반,12,11.45,0.95,58.33,1.426,41.22,3.28,-2.3,5,6.21,-3.39,3.32,1,2,6.5,예,2003-03-20,2014-03-20
KODEX 200,3,위,-3.0,뒤 절반,12,-9.5,-0.79,50.0,0.522,65.69,1.73,-3.32,6,4.27,-7.18,3.29,3,1,6.42,예,2015-03-20,2026-03-20
KODEX 200,3,위,-3.0,최근 10년,10,-9.42,-0.94,50.0,0.511,66.2,1.97,-3.85,5,4.27,-7.18,3.61,3,1,6.1,예,2017-03-20,2026-03-20
KODEX 200,3,위,-3.0,최근 5년,5,0.64,0.13,60.0,0.72,58.15,2.92,-4.06,2,4.27,-4.08,3.99,2,0,6.6,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-4.0,전체,24,9.64,0.4,58.33,0.988,50.31,2.49,-2.52,10,6.21,-7.18,3.22,3,1,7.29,예,2003-03-20,2026-03-20
KODEX 200,3,위,-4.0,앞 절반,12,18.0,1.5,66.67,1.896,34.54,3.06,-1.61,4,6.21,-4.0,2.92,0,1,7.75,예,2003-03-20,2014-03-20
KODEX 200,3,위,-4.0,뒤 절반,12,-8.36,-0.7,50.0,0.554,64.35,1.73,-3.13,6,4.27,-7.18,3.24,3,0,6.83,예,2015-03-20,2026-03-20
KODEX 200,3,위,-4.0,최근 10년,10,-8.27,-0.83,50.0,0.543,64.81,1.97,-3.62,5,4.27,-7.18,3.55,3,0,6.6,예,2017-03-20,2026-03-20
KODEX 200,3,위,-4.0,최근 5년,5,0.64,0.13,60.0,0.72,58.15,2.92,-4.06,2,4.27,-4.08,3.99,2,0,6.6,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-5.0,전체,24,6.75,0.28,58.33,0.886,53.02,2.49,-2.81,10,6.21,-7.18,3.4,1,3,7.33,예,2003-03-20,2026-03-20
KODEX 200,3,위,-5.0,앞 절반,12,17.0,1.42,66.67,1.641,37.86,3.06,-1.86,4,6.21,-5.0,3.1,0,1,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,-5.0,뒤 절반,12,-10.25,-0.85,50.0,0.503,66.52,1.73,-3.44,6,4.27,-7.18,3.43,1,2,6.83,예,2015-03-20,2026-03-20
KODEX 200,3,위,-5.0,최근 10년,10,-10.16,-1.02,50.0,0.492,67.04,1.97,-4.0,5,4.27,-7.18,3.76,1,2,6.6,예,2017-03-20,2026-03-20
KODEX 200,3,위,-5.0,최근 5년,5,-1.24,-0.25,60.0,0.584,63.14,2.92,-5.0,2,4.27,-5.0,4.49,0,2,6.6,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-6.0,전체,24,5.16,0.21,58.33,0.838,54.39,2.49,-2.97,10,6.21,-7.18,3.51,1,1,7.33,예,2003-03-20,2026-03-20
KODEX 200,3,위,-6.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,3.06,-1.99,4,6.21,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,-6.0,뒤 절반,12,-11.32,-0.94,50.0,0.479,67.64,1.73,-3.62,6,4.27,-7.18,3.56,1,1,6.83,예,2015-03-20,2026-03-20
KODEX 200,3,위,-6.0,최근 10년,10,-11.24,-1.12,50.0,0.467,68.19,1.97,-4.21,5,4.27,-7.18,3.89,1,1,6.6,예,2017-03-20,2026-03-20
KODEX 200,3,위,-6.0,최근 5년,5,-2.32,-0.46,60.0,0.527,65.48,2.92,-5.54,2,4.27,-6.0,4.78,0,1,6.6,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-7.0,전체,24,2.19,0.09,58.33,0.762,56.75,2.49,-3.27,10,6.21,-8.97,3.78,2,0,7.5,예,2003-03-20,2026-03-20
KODEX 200,3,위,-7.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,3.06,-1.99,4,6.21,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,-7.0,뒤 절반,12,-14.29,-1.19,50.0,0.421,70.38,1.73,-4.11,6,4.27,-8.97,4.02,2,0,7.17,예,2015-03-20,2026-03-20
KODEX 200,3,위,-7.0,최근 10년,10,-14.21,-1.42,50.0,0.409,70.98,1.97,-4.81,5,4.27,-8.97,4.39,2,0,7.0,예,2017-03-20,2026-03-20
KODEX 200,3,위,-7.0,최근 5년,5,-5.29,-1.06,60.0,0.416,70.64,2.92,-7.02,2,4.27,-8.97,5.73,1,0,7.4,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-8.0,전체,24,19.87,0.83,62.5,1.068,48.35,3.02,-2.83,9,10.51,-8.97,4.02,1,0,7.75,예,2003-03-20,2026-03-20
KODEX 200,3,위,-8.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,3.06,-1.99,4,6.21,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,-8.0,뒤 절반,12,3.39,0.28,58.33,0.853,53.97,2.99,-3.5,5,10.51,-8.97,4.79,1,0,7.67,예,2015-03-20,2026-03-20
KODEX 200,3,위,-8.0,최근 10년,10,3.48,0.35,60.0,0.804,55.42,3.39,-4.21,4,10.51,-8.97,5.28,1,0,7.6,예,2017-03-20,2026-03-20
KODEX 200,3,위,-8.0,최근 5년,5,-5.29,-1.06,60.0,0.416,70.64,2.92,-7.02,2,4.27,-8.97,5.73,1,0,7.4,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-9.0,전체,24,19.85,0.83,62.5,1.067,48.38,3.02,-2.83,9,10.51,-9.0,4.02,0,1,7.75,예,2003-03-20,2026-03-20
KODEX 200,3,위,-9.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,3.06,-1.99,4,6.21,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,-9.0,뒤 절반,12,3.36,0.28,58.33,0.851,54.01,2.99,-3.51,5,10.51,-9.0,4.79,0,1,7.67,예,2015-03-20,2026-03-20
KODEX 200,3,위,-9.0,최근 10년,10,3.45,0.35,60.0,0.803,55.46,3.39,-4.22,4,10.51,-9.0,5.29,0,1,7.6,예,2017-03-20,2026-03-20
KODEX 200,3,위,-9.0,최근 5년,5,-5.32,-1.06,60.0,0.415,70.68,2.92,-7.04,2,4.27,-9.0,5.74,0,1,7.4,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,-10.0,전체,24,18.85,0.79,62.5,1.027,49.34,3.02,-2.94,9,10.51,-10.0,4.13,0,1,7.75,예,2003-03-20,2026-03-20
KODEX 200,3,위,-10.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,3.06,-1.99,4,6.21,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,-10.0,뒤 절반,12,2.36,0.2,58.33,0.805,55.39,2.99,-3.71,5,10.51,-10.0,4.97,0,1,7.67,예,2015-03-20,2026-03-20
KODEX 200,3,위,-10.0,최근 10년,10,2.45,0.25,60.0,0.758,56.88,3.39,-4.47,4,10.51,-10.0,5.49,0,1,7.6,예,2017-03-20,2026-03-20
KODEX 200,3,위,-10.0,최근 5년,5,-6.32,-1.26,60.0,0.387,72.09,2.92,-7.54,2,4.27,-10.0,6.09,0,1,7.4,아니오,2022-03-18,2026-03-20
KODEX 200,3,위,무손절,전체,24,15.89,0.66,62.5,0.924,51.99,3.02,-3.27,9,10.51,-12.96,4.5,0,0,7.83,예,2003-03-20,2026-03-20
KODEX 200,3,위,무손절,앞 절반,12,16.48,1.37,66.67,1.534,39.46,3.06,-1.99,4,6.21,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20
KODEX 200,3,위,무손절,뒤 절반,12,-0.59,-0.05,58.33,0.695,59.01,2.99,-4.3,5,10.51,-12.96,5.56,0,0,7.83,예,2015-03-20,2026-03-20
KODEX 200,3,위,무손절,최근 10년,10,-0.51,-0.05,60.0,0.65,60.59,3.39,-5.21,4,10.51,-12.96,6.15,0,0,7.8,예,2017-03-20,2026-03-20
KODEX 200,3,위,무손절,최근 5년,5,-9.28,-1.86,60.0,0.324,75.55,2.92,-9.02,2,4.27,-12.96,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 200,4,아래,-3.0,전체,24,19.54,0.81,54.17,1.629,38.04,3.13,-1.92,11,8.5,-3.0,3.16,0,5,6.46,예,2003-04-18,2026-04-20
KODEX 200,4,아래,-3.0,앞 절반,12,15.83,1.32,58.33,1.895,34.54,3.63,-1.92,5,8.5,-3.0,3.69,0,2,6.83,예,2003-04-18,2014-04-18
KODEX 200,4,아래,-3.0,뒤 절반,12,3.71,0.31,50.0,1.321,43.08,2.54,-1.93,6,4.15,-3.0,2.58,0,3,6.08,예,2015-04-20,2026-04-20
KODEX 200,4,아래,-3.0,최근 10년,10,-0.19,-0.02,40.0,1.475,40.4,2.84,-1.93,6,4.15,-3.0,2.71,0,3,5.8,예,2017-04-20,2026-04-20
KODEX 200,4,아래,-3.0,최근 5년,5,-2.34,-0.47,40.0,1.041,49.0,2.65,-2.55,3,3.33,-3.0,2.94,0,2,5.2,아니오,2022-04-20,2026-04-20
KODEX 200,4,아래,-4.0,전체,24,24.28,1.01,58.33,1.767,36.14,2.91,-1.65,10,8.5,-4.16,2.99,1,0,6.96,예,2003-04-18,2026-04-20
KODEX 200,4,아래,-4.0,앞 절반,12,20.07,1.67,66.67,2.351,29.84,3.19,-1.36,4,8.5,-2.01,3.34,0,0,7.25,예,2003-04-18,2014-04-18
KODEX 200,4,아래,-4.0,뒤 절반,12,4.21,0.35,50.0,1.381,42.0,2.54,-1.84,6,4.15,-4.16,2.58,1,0,6.67,예,2015-04-20,2026-04-20
KODEX 200,4,아래,-4.0,최근 10년,10,0.31,0.03,40.0,1.542,39.34,2.84,-1.84,6,4.15,-4.16,2.71,1,0,6.5,예,2017-04-20,2026-04-20
KODEX 200,4,아래,-4.0,최근 5년,5,-3.11,-0.62,40.0,0.946,51.39,2.65,-2.81,3,3.33,-4.16,3.16,1,0,6.2,아니오,2022-04-20,2026-04-20
KODEX 200,4,아래,-5.0,전체,24,23.45,0.98,58.33,1.682,37.29,2.91,-1.73,10,8.5,-5.0,3.06,0,1,6.96,예,2003-04-18,2026-04-20
KODEX 200,4,아래,-5.0,앞 절반,12,20.07,1.67,66.67,2.351,29.84,3.19,-1.36,4,8.5,-2.01,3.34,0,0,7.25,예,2003-04-18,2014-04-18
KODEX 200,4,아래,-5.0,뒤 절반,12,3.37,0.28,50.0,1.284,43.79,2.54,-1.98,6,4.15,-5.0,2.72,0,1,6.67,예,2015-04-20,2026-04-20
KODEX 200,4,아래,-5.0,최근 10년,10,-0.53,-0.05,40.0,1.433,41.1,2.84,-1.98,6,4.15,-5.0,2.87,0,1,6.5,예,2017-04-20,2026-04-20
KODEX 200,4,아래,-5.0,최근 5년,5,-3.94,-0.79,40.0,0.861,53.75,2.65,-3.08,3,3.33,-5.0,3.41,0,1,6.2,아니오,2022-04-20,2026-04-20
KODEX 200,4,아래,-6.0,전체,24,22.45,0.94,58.33,1.59,38.61,2.91,-1.83,10,8.5,-6.0,3.15,0,1,7.04,예,2003-04-18,2026-04-20
KODEX 200,4,아래,-6.0,앞 절반,12,20.07,1.67,66.67,2.351,29.84,3.19,-1.36,4,8.5,-2.01,3.34,0,0,7.25,예,2003-04-18,2014-04-18
KODEX 200,4,아래,-6.0,뒤 절반,12,2.37,0.2,50.0,1.184,45.79,2.54,-2.15,6,4.15,-6.0,2.91,0,1,6.83,예,2015-04-20,2026-04-20
KODEX 200,4,아래,-6.0,최근 10년,10,-1.53,-0.15,40.0,1.322,43.06,2.84,-2.15,6,4.15,-6.0,3.07,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 200,4,아래,-6.0,최근 5년,5,-4.94,-0.99,40.0,0.777,56.29,2.65,-3.42,3,3.33,-6.0,3.73,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 200,4,아래,-7.0,전체,24,21.45,0.89,58.33,1.507,39.88,2.91,-1.93,10,8.5,-7.0,3.25,0,1,7.04,예,2003-04-18,2026-04-20
KODEX 200,4,아래,-7.0,앞 절반,12,20.07,1.67,66.67,2.351,29.84,3.19,-1.36,4,8.5,-2.01,3.34,0,0,7.25,예,2003-04-18,2014-04-18
KODEX 200,4,아래,-7.0,뒤 절반,12,1.37,0.11,50.0,1.099,47.64,2.54,-2.32,6,4.15,-7.0,3.11,0,1,6.83,예,2015-04-20,2026-04-20
KODEX 200,4,아래,-7.0,최근 10년,10,-2.53,-0.25,40.0,1.227,44.9,2.84,-2.32,6,4.15,-7.0,3.29,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 200,4,아래,-7.0,최근 5년,5,-5.94,-1.19,40.0,0.708,58.56,2.65,-3.75,3,3.33,-7.0,4.08,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 200,4,아래,-8.0,전체,24,20.45,0.85,58.33,1.433,41.1,2.91,-2.03,10,8.5,-8.0,3.36,0,1,7.17,예,2003-04-18,2026-04-20
