대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스닥150 지수,18일 → 말일,18,0,뒤 절반,100,0,100,-0.28,-0.12,50.0,50.0,27.8,-11.72,5.92,4.07,4.63,50,50,1924,0,1924,-0.09,0.05,50.47,49.53,32.56,-27.46,6.12,4.33,4.58,971,953,-0.2,-0.16,-0.47,0.47,0.7413,0.7542,0.9111,0.9111,,False,예
코스닥150 지수,18일 → 말일,18,0,최근 10년,120,0,120,-0.24,-0.38,49.17,50.83,27.8,-11.72,5.54,3.86,4.2,59,61,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,4.15,4.25,1204,1124,-0.33,-0.56,-2.55,2.55,0.5225,0.2717,0.6434,0.6434,,False,예
코스닥150 지수,18일 → 말일,18,0,최근 5년,60,0,60,-0.29,-0.06,50.0,50.0,27.8,-11.72,6.19,4.09,4.67,30,30,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,4.49,4.66,602,556,-0.39,-0.27,-1.99,1.99,0.6344,0.6853,0.7872,0.7872,,False,예
코스닥150 지수,18일 → 말일+1,18,1,앞 절반,100,0,100,0.15,0.07,53.0,47.0,9.79,-10.47,3.35,2.58,2.59,53,47,2040,0,2040,0.49,0.29,54.56,45.44,16.12,-10.47,3.59,2.89,2.38,1113,927,-0.34,-0.21,-1.56,1.56,0.2837,0.4795,0.7552,0.7552,,False,예
코스닥150 지수,18일 → 말일+1,18,1,뒤 절반,100,0,100,-0.05,0.15,50.0,50.0,20.78,-10.09,5.39,4.28,4.37,50,50,2023,0,2023,0.18,0.39,53.53,46.42,25.56,-25.3,5.72,4.23,4.49,1083,939,-0.23,-0.25,-3.53,3.58,0.6923,0.7053,0.5235,0.5205,,False,예
코스닥150 지수,18일 → 말일+1,18,1,최근 10년,120,0,120,-0.0,-0.26,48.33,51.67,20.78,-10.09,5.12,4.19,3.93,58,62,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,4.17,4.09,1311,1136,-0.34,-0.63,-5.22,5.26,0.4995,0.2368,0.2797,0.2817,,False,예
코스닥150 지수,18일 → 말일+1,18,1,최근 5년,60,0,60,-0.28,-0.06,48.33,51.67,20.78,-10.09,5.54,4.17,4.44,29,31,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,4.29,4.57,647,570,-0.42,-0.36,-4.79,4.87,0.5774,0.6324,0.5065,0.5015,,False,예
코스닥150 지수,18일 → 말일+2,18,2,앞 절반,100,0,100,0.17,0.32,54.0,46.0,11.65,-9.84,3.6,2.72,2.82,54,46,2040,0,2040,0.51,0.31,54.02,45.98,15.9,-13.81,3.85,3.17,2.61,1102,938,-0.34,0.01,-0.02,0.02,0.3067,0.9471,1.0,1.0,,False,예
코스닥150 지수,18일 → 말일+2,18,2,뒤 절반,100,0,100,-0.01,-0.01,50.0,50.0,25.53,-13.23,6.12,4.65,4.67,50,50,2023,0,2023,0.26,0.45,53.73,46.27,30.22,-20.03,6.27,4.64,4.84,1087,936,-0.27,-0.47,-3.73,3.73,0.6683,0.4176,0.4535,0.4535,,False,예
코스닥150 지수,18일 → 말일+2,18,2,최근 10년,120,0,120,-0.02,-0.01,50.0,50.0,25.53,-13.23,5.81,4.37,4.4,60,60,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,4.53,4.53,1314,1134,-0.35,-0.44,-3.68,3.68,0.5335,0.4515,0.4525,0.4525,,False,예
코스닥150 지수,18일 → 말일+2,18,2,최근 5년,60,0,60,-0.43,-0.24,48.33,51.67,25.53,-13.23,6.38,4.42,4.96,29,31,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,4.6,5.18,647,571,-0.44,-0.63,-4.79,4.79,0.5744,0.4236,0.5325,0.5325,,False,예
코스닥150 지수,18일 → 말일+3,18,3,앞 절반,100,0,100,0.07,0.55,52.0,48.0,9.26,-8.05,3.9,3.15,3.26,52,48,2040,0,2040,0.39,0.34,53.28,46.72,14.19,-11.54,4.01,3.37,3.0,1087,953,-0.32,0.22,-1.28,1.28,0.3526,0.7552,0.7852,0.7852,,False,예
코스닥150 지수,18일 → 말일+3,18,3,뒤 절반,100,0,100,0.14,0.23,51.0,49.0,25.08,-15.74,6.45,4.86,4.78,51,49,2023,0,2023,0.37,0.55,53.93,46.07,30.64,-20.24,6.62,4.95,4.99,1091,932,-0.23,-0.31,-2.93,2.93,0.7373,0.6094,0.5864,0.5864,,False,예
코스닥150 지수,18일 → 말일+3,18,3,최근 10년,120,0,120,0.04,0.23,50.83,49.17,25.08,-15.74,6.19,4.64,4.73,61,59,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,4.85,4.78,1300,1148,-0.3,-0.28,-2.27,2.27,0.6304,0.6983,0.6863,0.6863,,False,예
코스닥150 지수,18일 → 말일+3,18,3,최근 5년,60,0,60,-0.25,-0.06,48.33,51.67,25.08,-15.46,6.63,4.79,4.97,29,31,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,4.97,5.24,640,578,-0.38,-0.49,-4.21,4.21,0.6703,0.6454,0.5814,0.5814,,False,예
코스닥150 지수,19일 → 말일-3,19,-3,앞 절반,100,0,100,-0.43,-0.03,50.0,50.0,4.27,-8.51,2.52,1.54,2.41,50,50,1644,0,1644,-0.17,0.04,50.61,49.39,17.6,-15.0,3.77,2.51,2.92,832,812,-0.27,-0.06,-0.61,0.61,0.5145,0.9081,1.0,1.0,,False,예
코스닥150 지수,19일 → 말일-3,19,-3,뒤 절반,100,0,100,-0.17,-0.52,42.0,58.0,19.92,-12.76,4.49,3.42,2.77,42,58,1628,0,1628,-0.14,-0.07,49.2,50.8,22.16,-28.91,5.35,3.8,3.96,801,827,-0.03,-0.45,-7.2,7.2,0.9371,0.3536,0.1728,0.1728,,False,예
코스닥150 지수,19일 → 말일-3,19,-3,최근 10년,120,0,120,-0.2,-0.41,43.33,56.67,19.92,-12.76,4.18,3.02,2.66,52,68,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,3.63,3.76,1006,962,-0.22,-0.49,-7.78,7.78,0.6364,0.1868,0.0839,0.0839,,False,예
코스닥150 지수,19일 → 말일-3,19,-3,최근 5년,60,0,60,-0.08,-0.46,43.33,56.67,16.63,-12.76,4.29,3.28,2.66,26,34,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,4.26,4.01,491,487,-0.23,-0.47,-6.87,6.87,0.7483,0.4186,0.3017,0.3017,,False,예
코스닥150 지수,19일 → 말일-2,19,-2,앞 절반,100,0,100,-0.5,-0.5,43.0,57.0,5.97,-6.83,2.72,1.96,2.36,43,57,1743,0,1743,-0.24,-0.16,47.22,52.78,19.44,-12.61,3.68,2.62,2.8,823,920,-0.26,-0.34,-4.22,4.22,0.4895,0.3497,0.4935,0.4935,,False,예
코스닥150 지수,19일 → 말일-2,19,-2,뒤 절반,100,0,100,-0.45,-0.24,45.0,55.0,25.35,-18.13,5.43,3.53,3.7,45,55,1727,0,1727,-0.41,-0.19,47.48,52.46,31.29,-33.28,6.04,4.02,4.42,820,906,-0.03,-0.05,-2.48,2.54,0.953,0.8791,0.6054,0.6044,,False,예
코스닥150 지수,19일 → 말일-2,19,-2,최근 10년,120,0,120,-0.41,-0.34,44.17,55.83,25.35,-18.13,5.06,3.32,3.36,53,67,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,3.8,4.14,1034,1053,-0.21,-0.32,-5.35,5.4,0.6953,0.3497,0.2537,0.2527,,False,예
코스닥150 지수,19일 → 말일-2,19,-2,최근 5년,60,0,60,-0.49,-0.37,45.0,55.0,25.35,-18.13,5.59,3.53,3.78,27,33,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,4.5,4.51,489,548,-0.23,-0.16,-2.11,2.21,0.7622,0.7812,0.7742,0.7742,,False,예
코스닥150 지수,19일 → 말일-1,19,-1,앞 절반,100,0,100,-0.14,-0.41,45.0,55.0,6.88,-8.86,2.81,2.36,2.18,45,55,1842,0,1842,0.12,0.09,51.03,48.91,18.38,-10.23,3.52,2.67,2.54,940,901,-0.26,-0.5,-6.03,6.09,0.4076,0.1808,0.2218,0.2228,,False,예
코스닥150 지수,19일 → 말일-1,19,-1,뒤 절반,100,0,100,-0.22,0.16,53.0,47.0,29.26,-21.41,5.8,3.33,4.22,53,47,1826,0,1826,-0.17,-0.04,49.73,50.27,35.38,-35.95,6.24,4.18,4.47,908,918,-0.06,0.2,3.27,-3.27,0.9401,0.7363,0.5355,0.5355,,True,예
코스닥150 지수,19일 → 말일-1,19,-1,최근 10년,120,0,120,-0.14,0.11,50.83,49.17,29.26,-21.41,5.41,3.3,3.69,61,59,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,4.0,4.13,1144,1063,-0.22,-0.07,-0.98,1.02,0.6933,0.9211,0.9321,0.9301,,True,예
코스닥150 지수,19일 → 말일-1,19,-1,최근 5년,60,0,60,-0.21,-0.05,50.0,50.0,29.26,-21.41,6.01,3.61,4.03,30,30,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,4.59,4.67,560,538,-0.26,-0.15,-1.0,1.0,0.7612,0.8222,0.9011,0.9011,,False,예
코스닥150 지수,19일 → 말일,19,0,앞 절반,100,0,100,0.05,0.1,51.0,49.0,7.9,-10.3,3.06,2.41,2.41,51,49,1941,0,1941,0.33,0.21,53.27,46.73,16.75,-10.3,3.48,2.75,2.44,1034,907,-0.28,-0.11,-2.27,2.27,0.4096,0.7203,0.7083,0.7083,,False,예
코스닥150 지수,19일 → 말일,19,0,뒤 절반,100,0,100,-0.16,0.05,51.0,49.0,31.42,-11.76,6.12,3.99,4.48,51,49,1925,0,1925,-0.08,0.05,50.49,49.51,32.56,-27.46,6.12,4.33,4.58,972,953,-0.08,-0.0,0.51,-0.51,0.9161,0.98,1.0,1.0,,True,예
코스닥150 지수,19일 → 말일,19,0,최근 10년,120,0,120,-0.13,-0.5,49.17,50.83,31.42,-11.76,5.72,3.89,4.03,59,61,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,4.15,4.25,1204,1124,-0.23,-0.68,-2.55,2.55,0.6633,0.1708,0.6434,0.6434,,False,예
코스닥150 지수,19일 → 말일,19,0,최근 5년,60,0,60,-0.17,0.19,53.33,46.67,26.57,-10.99,5.62,3.62,4.49,32,28,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,4.49,4.66,602,556,-0.26,-0.02,1.35,-1.35,0.7273,0.989,0.8961,0.8961,,True,예
코스닥150 지수,19일 → 말일+1,19,1,앞 절반,100,0,100,0.23,0.11,51.0,49.0,9.84,-9.38,3.15,2.62,2.26,51,49,2040,0,2040,0.5,0.29,54.56,45.44,16.12,-10.17,3.58,2.89,2.38,1113,927,-0.26,-0.18,-3.56,3.56,0.4006,0.5914,0.4685,0.4685,,False,예
코스닥150 지수,19일 → 말일+1,19,1,뒤 절반,100,0,100,0.07,-0.33,48.0,52.0,25.56,-11.64,5.53,4.34,3.87,48,52,2024,0,2024,0.18,0.39,53.51,46.44,25.56,-25.3,5.72,4.23,4.49,1083,940,-0.11,-0.72,-5.51,5.56,0.8801,0.2428,0.3187,0.2617,,True,예
코스닥150 지수,19일 → 말일+1,19,1,최근 10년,120,0,120,0.1,-0.46,46.67,53.33,25.56,-11.64,5.23,4.24,3.53,56,64,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,4.17,4.09,1311,1136,-0.23,-0.84,-6.89,6.93,0.6484,0.1229,0.1449,0.1449,,True,예
코스닥150 지수,19일 → 말일+1,19,1,최근 5년,60,0,60,-0.15,-0.17,48.33,51.67,19.62,-8.76,5.08,3.9,3.93,29,31,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,4.29,4.57,647,570,-0.29,-0.47,-4.79,4.87,0.7193,0.5295,0.5065,0.5015,,False,예
코스닥150 지수,19일 → 말일+2,19,2,앞 절반,100,0,100,0.25,0.09,51.0,49.0,11.7,-8.74,3.44,2.87,2.48,51,49,2040,0,2040,0.52,0.31,54.02,45.98,15.9,-13.81,3.85,3.17,2.61,1102,938,-0.26,-0.21,-3.02,3.02,0.4346,0.5285,0.5305,0.5305,,False,예
코스닥150 지수,19일 → 말일+2,19,2,뒤 절반,100,0,100,0.12,-0.28,49.0,51.0,30.02,-16.08,6.45,4.8,4.38,49,51,2024,0,2024,0.26,0.45,53.71,46.29,30.22,-20.03,6.27,4.64,4.83,1087,937,-0.13,-0.73,-4.71,4.71,0.8561,0.2338,0.3497,0.3497,,True,예
코스닥150 지수,19일 → 말일+2,19,2,최근 10년,120,0,120,0.1,-0.28,49.17,50.83,30.02,-16.08,6.11,4.51,4.17,59,61,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,4.53,4.53,1314,1134,-0.24,-0.71,-4.51,4.51,0.6703,0.2498,0.3566,0.3566,,True,예
코스닥150 지수,19일 → 말일+2,19,2,최근 5년,60,0,60,-0.28,-0.38,48.33,51.67,24.33,-16.08,6.21,4.37,4.64,29,31,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,4.6,5.18,647,571,-0.3,-0.77,-4.79,4.79,0.7013,0.3387,0.5325,0.5325,,False,예
코스닥150 지수,19일 → 말일+3,19,3,앞 절반,100,0,100,0.15,0.63,53.0,47.0,9.26,-7.04,3.6,2.94,3.0,53,47,2040,0,2040,0.39,0.34,53.28,46.72,14.19,-11.54,4.01,3.37,3.0,1087,953,-0.24,0.29,-0.28,0.28,0.4745,0.6533,1.0,1.0,,False,예
코스닥150 지수,19일 → 말일+3,19,3,뒤 절반,100,0,100,0.26,-0.01,50.0,50.0,30.64,-17.44,6.68,4.98,4.46,50,50,2024,0,2024,0.36,0.55,53.9,46.1,30.64,-20.24,6.62,4.95,4.99,1091,933,-0.1,-0.56,-3.9,3.9,0.9091,0.4146,0.4755,0.4755,,False,예
코스닥150 지수,19일 → 말일+3,19,3,최근 10년,120,0,120,0.14,-0.11,49.17,50.83,30.64,-17.44,6.35,4.78,4.34,59,61,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,4.85,4.78,1300,1148,-0.19,-0.63,-3.94,3.94,0.7483,0.3856,0.4326,0.4326,,True,예
코스닥150 지수,19일 → 말일+3,19,3,최근 5년,60,0,60,-0.12,-0.07,50.0,50.0,23.87,-16.53,6.24,4.47,4.72,30,30,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,4.97,5.24,640,578,-0.25,-0.5,-2.55,2.55,0.7822,0.6314,0.8052,0.8052,,False,예
코스닥150 지수,20일 → 말일-3,20,-3,앞 절반,99,0,99,-0.4,0.04,50.51,49.49,6.29,-7.82,2.47,1.52,2.35,50,49,1625,0,1625,-0.12,0.07,51.14,48.86,17.6,-15.0,3.76,2.51,2.88,831,794,-0.27,-0.04,-0.63,0.63,0.4346,0.9071,0.9181,0.9181,,True,예
코스닥150 지수,20일 → 말일-3,20,-3,뒤 절반,100,0,100,-0.26,-0.55,43.0,57.0,16.26,-10.13,4.02,3.09,2.78,43,57,1643,0,1643,-0.12,-0.06,49.42,50.58,22.16,-28.91,5.34,3.81,3.95,812,831,-0.14,-0.49,-6.42,6.42,0.7702,0.2637,0.1778,0.1778,,False,예
코스닥150 지수,20일 → 말일-3,20,-3,최근 10년,119,0,119,-0.24,-0.42,43.7,56.3,16.26,-10.13,3.78,2.84,2.64,52,67,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,3.63,3.76,1006,962,-0.26,-0.49,-7.42,7.42,0.5804,0.1918,0.0949,0.0949,,False,예
코스닥150 지수,20일 → 말일-3,20,-3,최근 5년,60,0,60,-0.03,-0.4,45.0,55.0,16.26,-7.33,4.1,3.12,2.62,27,33,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,4.26,4.01,491,487,-0.18,-0.41,-5.2,5.2,0.8102,0.4985,0.4216,0.4216,,False,예
코스닥150 지수,20일 → 말일-2,20,-2,앞 절반,100,0,100,-0.49,-0.21,45.0,55.0,5.97,-7.59,2.72,1.83,2.4,45,55,1743,0,1743,-0.24,-0.16,47.22,52.78,19.44,-12.61,3.68,2.62,2.79,823,920,-0.26,-0.05,-2.22,2.22,0.5155,0.9471,0.7602,0.7602,,False,예
코스닥150 지수,20일 → 말일-2,20,-2,뒤 절반,100,0,100,-0.51,-0.31,45.0,55.0,24.95,-12.52,4.9,3.19,3.54,45,55,1728,0,1728,-0.41,-0.19,47.45,52.49,31.29,-33.28,6.03,4.02,4.42,820,907,-0.1,-0.12,-2.45,2.51,0.8521,0.7572,0.6823,0.6863,,False,예
코스닥150 지수,20일 → 말일-2,20,-2,최근 10년,120,0,120,-0.45,-0.21,45.83,54.17,24.95,-12.52,4.62,2.96,3.34,55,65,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,3.8,4.14,1034,1053,-0.25,-0.19,-3.69,3.74,0.6354,0.5814,0.4535,0.4515,,False,예
코스닥150 지수,20일 → 말일-2,20,-2,최근 5년,60,0,60,-0.44,-0.5,43.33,56.67,24.95,-12.36,5.29,3.55,3.5,26,34,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,4.5,4.51,489,548,-0.18,-0.29,-3.78,3.87,0.8002,0.6024,0.5954,0.5914,,False,예
코스닥150 지수,20일 → 말일-1,20,-1,앞 절반,100,0,100,-0.12,-0.01,50.0,50.0,8.9,-10.11,2.85,2.1,2.34,50,50,1842,0,1842,0.12,0.09,51.03,48.91,18.38,-10.23,3.52,2.67,2.53,940,901,-0.25,-0.1,-1.03,1.09,0.3996,0.8172,0.8322,0.8312,,False,예
코스닥150 지수,20일 → 말일-1,20,-1,뒤 절반,100,0,100,-0.29,-0.24,48.0,52.0,28.84,-15.87,5.18,3.31,3.61,48,52,1827,0,1827,-0.17,-0.04,49.7,50.3,35.38,-35.95,6.24,4.18,4.46,908,919,-0.13,-0.2,-1.7,1.7,0.8322,0.7602,0.7692,0.7692,,False,예
코스닥150 지수,20일 → 말일-1,20,-1,최근 10년,120,0,120,-0.18,-0.32,47.5,52.5,28.84,-15.87,4.9,3.28,3.32,57,63,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,4.0,4.13,1144,1063,-0.27,-0.51,-4.31,4.36,0.6314,0.2877,0.3976,0.4016,,False,예
코스닥150 지수,20일 → 말일-1,20,-1,최근 5년,60,0,60,-0.17,-0.42,48.33,51.67,28.84,-15.87,5.64,3.48,3.59,29,31,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,4.59,4.67,560,538,-0.22,-0.53,-2.67,2.67,0.7982,0.5255,0.6933,0.6933,,False,예
코스닥150 지수,20일 → 말일,20,0,앞 절반,100,0,100,0.06,0.18,53.0,47.0,9.94,-9.34,3.1,2.33,2.49,53,47,1941,0,1941,0.33,0.21,53.27,46.73,16.75,-10.23,3.48,2.75,2.43,1034,907,-0.27,-0.04,-0.27,0.27,0.4156,0.9261,1.0,1.0,,False,예
코스닥150 지수,20일 → 말일,20,0,뒤 절반,100,0,100,-0.23,-0.39,48.0,52.0,26.16,-11.76,5.37,3.75,3.91,48,52,1926,0,1926,-0.09,0.05,50.47,49.53,32.56,-27.46,6.12,4.33,4.58,972,954,-0.15,-0.43,-2.47,2.47,0.7732,0.3876,0.5864,0.5864,,False,예
코스닥150 지수,20일 → 말일,20,0,최근 10년,120,0,120,-0.19,-0.57,46.67,53.33,26.16,-11.76,5.1,3.72,3.6,56,64,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,4.15,4.25,1204,1124,-0.28,-0.75,-5.05,5.05,0.5984,0.1189,0.3197,0.3197,,False,예
코스닥150 지수,20일 → 말일,20,0,최근 5년,60,0,60,-0.13,-0.5,46.67,53.33,26.16,-10.42,5.25,3.73,3.5,28,32,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,4.49,4.66,602,556,-0.22,-0.71,-5.32,5.32,0.7682,0.3077,0.4146,0.4146,,False,예
코스닥150 지수,20일 → 말일+1,20,1,앞 절반,100,0,100,0.24,0.28,57.0,43.0,11.92,-10.09,3.23,2.38,2.59,57,43,2040,0,2040,0.5,0.29,54.56,45.44,16.12,-10.17,3.58,2.89,2.37,1113,927,-0.25,-0.0,2.44,-2.44,0.4326,0.995,0.6094,0.6094,,False,예
코스닥150 지수,20일 → 말일+1,20,1,뒤 절반,100,0,100,0.01,-0.45,48.0,52.0,19.24,-11.64,4.87,3.92,3.6,48,52,2025,0,2025,0.18,0.39,53.48,46.47,25.56,-25.3,5.72,4.23,4.49,1083,941,-0.17,-0.85,-5.48,5.53,0.7912,0.1928,0.3147,0.3117,,True,예
코스닥150 지수,20일 → 말일+1,20,1,최근 10년,120,0,120,0.05,-0.45,48.33,51.67,19.24,-11.64,4.7,3.77,3.43,58,62,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,4.17,4.09,1311,1136,-0.28,-0.83,-5.22,5.26,0.5734,0.1269,0.2797,0.2817,,True,예
코스닥150 지수,20일 → 말일+1,20,1,최근 5년,60,0,60,-0.11,-0.02,50.0,50.0,19.24,-8.64,4.67,3.45,3.66,30,30,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,4.29,4.57,647,570,-0.25,-0.32,-3.12,3.2,0.7562,0.6653,0.6823,0.6803,,False,예
코스닥150 지수,20일 → 말일+2,20,2,앞 절반,100,0,100,0.27,0.37,55.0,45.0,13.81,-9.4,3.56,2.75,2.77,55,45,2040,0,2040,0.52,0.31,54.02,45.98,15.9,-13.81,3.84,3.17,2.6,1102,938,-0.25,0.06,0.98,-0.98,0.4825,0.9251,0.8681,0.8681,,False,예
코스닥150 지수,20일 → 말일+2,20,2,뒤 절반,100,0,100,0.05,-0.3,48.0,52.0,23.93,-15.41,5.86,4.58,4.12,48,52,2025,0,2025,0.25,0.45,53.68,46.32,30.22,-20.03,6.27,4.64,4.84,1087,938,-0.2,-0.75,-5.68,5.68,0.7652,0.2627,0.3047,0.3047,,True,예
코스닥150 지수,20일 → 말일+2,20,2,최근 10년,120,0,120,0.05,-0.3,48.33,51.67,23.93,-15.41,5.63,4.35,3.97,58,62,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,4.53,4.53,1314,1134,-0.29,-0.73,-5.34,5.34,0.6094,0.2358,0.2707,0.2707,,True,예
코스닥150 지수,20일 → 말일+2,20,2,최근 5년,60,0,60,-0.24,-0.19,48.33,51.67,23.93,-15.41,5.99,4.21,4.4,29,31,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,4.6,5.18,647,571,-0.25,-0.58,-4.79,4.79,0.7502,0.4795,0.5325,0.5325,,False,예
코스닥150 지수,20일 → 말일+3,20,3,앞 절반,100,0,100,0.17,0.75,57.0,43.0,10.86,-7.02,3.72,2.81,3.33,57,43,2040,0,2040,0.39,0.34,53.28,46.72,14.19,-11.54,4.01,3.37,3.0,1087,953,-0.23,0.41,3.72,-3.72,0.5335,0.4835,0.4735,0.4735,,False,예
코스닥150 지수,20일 → 말일+3,20,3,뒤 절반,100,0,100,0.2,0.34,53.0,47.0,23.47,-17.44,6.18,4.46,4.6,53,47,2025,0,2025,0.36,0.55,53.88,46.12,30.64,-20.24,6.62,4.95,5.0,1091,934,-0.16,-0.2,-0.88,0.88,0.8082,0.7293,0.9221,0.9221,,False,예
코스닥150 지수,20일 → 말일+3,20,3,최근 10년,120,0,120,0.1,0.25,51.67,48.33,23.47,-17.44,5.96,4.39,4.48,62,58,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,4.85,4.78,1300,1148,-0.24,-0.27,-1.44,1.44,0.6963,0.7113,0.8432,0.8432,,False,예
코스닥150 지수,20일 → 말일+3,20,3,최근 5년,60,0,60,-0.07,0.53,55.0,45.0,23.47,-16.53,6.16,4.03,5.08,33,27,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,4.97,5.24,640,578,-0.19,0.09,2.45,-2.45,0.8322,0.8511,0.7043,0.7043,,True,예
코스닥150 지수,21일 → 말일-3,21,-3,앞 절반,99,0,99,-0.45,-0.05,46.46,53.54,6.7,-8.66,2.41,1.45,2.09,46,53,1625,0,1625,-0.12,0.07,51.14,48.86,17.6,-15.0,3.76,2.51,2.88,831,794,-0.32,-0.12,-4.67,4.67,0.3477,0.6763,0.3497,0.3497,,False,예
코스닥150 지수,21일 → 말일-3,21,-3,뒤 절반,100,0,100,-0.1,-0.25,44.0,56.0,22.16,-9.88,3.87,2.8,2.39,44,56,1644,0,1644,-0.11,-0.05,49.45,50.55,22.16,-28.91,5.34,3.81,3.95,813,831,0.01,-0.19,-5.45,5.45,0.9391,0.6813,0.3117,0.3117,,False,예
코스닥150 지수,21일 → 말일-3,21,-3,최근 10년,119,0,119,-0.08,-0.24,43.7,56.3,22.16,-9.88,3.64,2.67,2.21,52,67,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,3.63,3.76,1006,962,-0.09,-0.32,-7.42,7.42,0.8312,0.4136,0.0949,0.0949,,False,예
코스닥150 지수,21일 → 말일-3,21,-3,최근 5년,60,0,60,0.18,-0.24,45.0,55.0,22.16,-6.78,4.0,2.95,2.08,27,33,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,4.26,4.01,491,487,0.04,-0.24,-5.2,5.2,0.95,0.6693,0.4216,0.4216,,True,예
코스닥150 지수,21일 → 말일-2,21,-2,앞 절반,99,0,99,-0.53,-0.06,49.49,50.51,7.21,-8.1,2.75,1.6,2.6,49,50,1723,0,1723,-0.21,-0.14,47.71,52.29,19.44,-12.61,3.68,2.62,2.78,822,901,-0.32,0.08,1.79,-1.79,0.3756,0.8262,0.7572,0.7572,,False,예
코스닥150 지수,21일 → 말일-2,21,-2,뒤 절반,100,0,100,-0.38,-0.17,44.0,56.0,31.29,-12.52,4.93,3.1,3.11,44,56,1744,0,1744,-0.39,-0.17,47.71,52.24,31.29,-33.28,6.01,4.0,4.4,832,911,0.01,0.0,-3.71,3.76,0.967,0.975,0.4316,0.4316,,False,예
코스닥150 지수,21일 → 말일-2,21,-2,최근 10년,119,0,119,-0.29,-0.08,47.06,52.94,31.29,-12.52,4.66,2.79,3.04,56,63,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,3.8,4.14,1034,1053,-0.09,-0.06,-2.46,2.51,0.8751,0.8262,0.6194,0.6144,,False,예
코스닥150 지수,21일 → 말일-2,21,-2,최근 5년,60,0,60,-0.22,-0.5,40.0,60.0,31.29,-12.47,5.51,3.8,2.9,24,36,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,4.5,4.51,489,548,0.04,-0.29,-7.11,7.21,0.996,0.5924,0.3007,0.2947,,False,예
