종목,월,방향,손절적용,구간,신호,제외,합계(%),평균(%),승률(%),최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
코스닥150 지수,10,아래,불가(고저가 없음),최근 5년,5,0,-3.02,-0.6,40.0,5.5,-4.72,4.3,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),전체,16,0,-3.13,-0.2,56.25,5.16,-11.76,4.48,0,0,7.88,예,2010-10-20,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),앞 절반,8,0,4.38,0.55,62.5,4.07,-3.18,2.48,0,0,7.75,아니오,2010-10-20,2017-10-20
코스닥150 지수,10,위,불가(고저가 없음),뒤 절반,8,0,-7.5,-0.94,50.0,5.16,-11.76,5.96,0,0,8.0,아니오,2018-10-19,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),최근 10년,10,0,-6.96,-0.7,50.0,5.16,-11.76,5.53,0,0,7.8,예,2016-10-20,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),최근 5년,5,0,3.02,0.6,60.0,4.72,-5.5,4.3,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥150 지수,11,아래,불가(고저가 없음),전체,16,0,15.72,0.98,50.0,6.17,-2.96,2.94,0,0,7.19,예,2010-11-19,2025-11-20
코스닥150 지수,11,아래,불가(고저가 없음),앞 절반,8,0,9.71,1.21,50.0,5.49,-2.96,2.91,0,0,7.25,아니오,2010-11-19,2017-11-20
코스닥150 지수,11,아래,불가(고저가 없음),뒤 절반,8,0,6.0,0.75,50.0,6.17,-2.82,3.15,0,0,7.12,아니오,2018-11-20,2025-11-20
코스닥150 지수,11,아래,불가(고저가 없음),최근 10년,10,0,14.82,1.48,60.0,6.17,-2.82,3.22,0,0,7.3,예,2016-11-18,2025-11-20
코스닥150 지수,11,아래,불가(고저가 없음),최근 5년,5,0,5.84,1.17,60.0,6.17,-2.82,3.5,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),전체,16,0,-15.72,-0.98,50.0,2.96,-6.17,2.94,0,0,7.19,예,2010-11-19,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),앞 절반,8,0,-9.71,-1.21,50.0,2.96,-5.49,2.91,0,0,7.25,아니오,2010-11-19,2017-11-20
코스닥150 지수,11,위,불가(고저가 없음),뒤 절반,8,0,-6.0,-0.75,50.0,2.82,-6.17,3.15,0,0,7.12,아니오,2018-11-20,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),최근 10년,10,0,-14.82,-1.48,40.0,2.82,-6.17,3.22,0,0,7.3,예,2016-11-18,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),최근 5년,5,0,-5.84,-1.17,40.0,2.82,-6.17,3.5,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥150 지수,12,아래,불가(고저가 없음),전체,16,0,-42.8,-2.67,12.5,3.09,-9.94,2.75,0,0,6.12,예,2010-12-20,2025-12-19
코스닥150 지수,12,아래,불가(고저가 없음),앞 절반,8,0,-29.25,-3.66,0.0,-1.13,-9.94,2.74,0,0,6.25,아니오,2010-12-20,2017-12-20
코스닥150 지수,12,아래,불가(고저가 없음),뒤 절반,8,0,-13.55,-1.69,25.0,3.09,-5.04,2.54,0,0,6.0,아니오,2018-12-20,2025-12-19
코스닥150 지수,12,아래,불가(고저가 없음),최근 10년,10,0,-26.62,-2.66,20.0,3.09,-9.94,3.43,0,0,6.0,예,2016-12-20,2025-12-19
코스닥150 지수,12,아래,불가(고저가 없음),최근 5년,5,0,-4.35,-0.87,40.0,3.09,-3.78,2.71,0,0,6.2,아니오,2021-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),전체,16,0,42.8,2.67,87.5,9.94,-3.09,2.75,0,0,6.12,예,2010-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),앞 절반,8,0,29.25,3.66,100.0,9.94,1.13,2.74,0,0,6.25,아니오,2010-12-20,2017-12-20
코스닥150 지수,12,위,불가(고저가 없음),뒤 절반,8,0,13.55,1.69,75.0,5.04,-3.09,2.54,0,0,6.0,아니오,2018-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),최근 10년,10,0,26.62,2.66,80.0,9.94,-3.09,3.43,0,0,6.0,예,2016-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),최근 5년,5,0,4.35,0.87,60.0,3.78,-3.09,2.71,0,0,6.2,아니오,2021-12-20,2025-12-19
코스닥 종합지수,1,아래,불가(고저가 없음),전체,30,0,-4.46,-0.15,43.33,8.95,-17.73,5.71,0,0,7.07,예,1997-01-20,2026-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),앞 절반,15,0,-1.5,-0.1,40.0,8.74,-9.26,5.48,0,0,7.2,예,1997-01-20,2011-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),뒤 절반,15,0,-2.96,-0.2,46.67,8.95,-17.73,6.13,0,0,6.93,예,2012-01-20,2026-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),최근 10년,10,0,-1.64,-0.16,50.0,8.95,-17.73,7.57,0,0,6.8,예,2017-01-20,2026-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),최근 5년,5,0,-6.84,-1.37,40.0,8.95,-17.73,10.26,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),전체,30,0,4.46,0.15,56.67,17.73,-8.95,5.71,0,0,7.07,예,1997-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),앞 절반,15,0,1.5,0.1,60.0,9.26,-8.74,5.48,0,0,7.2,예,1997-01-20,2011-01-20
코스닥 종합지수,1,위,불가(고저가 없음),뒤 절반,15,0,2.96,0.2,53.33,17.73,-8.95,6.13,0,0,6.93,예,2012-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),최근 10년,10,0,1.64,0.16,50.0,17.73,-8.95,7.57,0,0,6.8,예,2017-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),최근 5년,5,0,6.84,1.37,60.0,17.73,-8.95,10.26,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥 종합지수,2,아래,불가(고저가 없음),전체,30,0,30.33,1.01,56.67,12.42,-4.39,3.75,0,0,5.97,예,1997-02-20,2026-02-20
코스닥 종합지수,2,아래,불가(고저가 없음),앞 절반,15,0,16.58,1.11,60.0,12.42,-4.39,4.14,0,0,6.0,예,1997-02-20,2011-02-18
코스닥 종합지수,2,아래,불가(고저가 없음),뒤 절반,15,0,13.75,0.92,53.33,10.41,-3.36,3.45,0,0,5.93,예,2012-02-20,2026-02-20
코스닥 종합지수,2,아래,불가(고저가 없음),최근 10년,10,0,20.3,2.03,80.0,10.41,-3.36,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥 종합지수,2,아래,불가(고저가 없음),최근 5년,5,0,-0.1,-0.02,60.0,3.16,-3.36,2.32,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),전체,30,0,-30.33,-1.01,43.33,4.39,-12.42,3.75,0,0,5.97,예,1997-02-20,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),앞 절반,15,0,-16.58,-1.11,40.0,4.39,-12.42,4.14,0,0,6.0,예,1997-02-20,2011-02-18
코스닥 종합지수,2,위,불가(고저가 없음),뒤 절반,15,0,-13.75,-0.92,46.67,3.36,-10.41,3.45,0,0,5.93,예,2012-02-20,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),최근 10년,10,0,-20.3,-2.03,20.0,3.36,-10.41,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),최근 5년,5,0,0.1,0.02,40.0,3.36,-3.16,2.32,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥 종합지수,3,아래,불가(고저가 없음),전체,30,0,-21.3,-0.71,43.33,9.4,-21.66,5.4,0,0,7.93,예,1997-03-20,2026-03-20
코스닥 종합지수,3,아래,불가(고저가 없음),앞 절반,15,0,-10.24,-0.68,40.0,4.14,-6.19,3.51,0,0,8.13,예,1997-03-20,2011-03-18
코스닥 종합지수,3,아래,불가(고저가 없음),뒤 절반,15,0,-11.07,-0.74,46.67,9.4,-21.66,6.92,0,0,7.73,예,2012-03-20,2026-03-20
코스닥 종합지수,3,아래,불가(고저가 없음),최근 10년,10,0,-11.82,-1.18,40.0,9.4,-21.66,8.5,0,0,7.8,예,2017-03-20,2026-03-20
코스닥 종합지수,3,아래,불가(고저가 없음),최근 5년,5,0,7.05,1.41,40.0,9.4,-5.65,6.52,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),전체,30,0,21.3,0.71,56.67,21.66,-9.4,5.4,0,0,7.93,예,1997-03-20,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),앞 절반,15,0,10.24,0.68,60.0,6.19,-4.14,3.51,0,0,8.13,예,1997-03-20,2011-03-18
코스닥 종합지수,3,위,불가(고저가 없음),뒤 절반,15,0,11.07,0.74,53.33,21.66,-9.4,6.92,0,0,7.73,예,2012-03-20,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),최근 10년,10,0,11.82,1.18,60.0,21.66,-9.4,8.5,0,0,7.8,예,2017-03-20,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),최근 5년,5,0,-7.05,-1.41,60.0,5.65,-9.4,6.52,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥 종합지수,4,아래,불가(고저가 없음),전체,30,0,37.37,1.25,66.67,14.6,-7.44,4.12,0,0,7.23,예,1997-04-19,2026-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),앞 절반,15,0,23.07,1.54,60.0,14.6,-7.44,5.27,0,0,7.4,예,1997-04-19,2011-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),뒤 절반,15,0,14.31,0.95,73.33,4.84,-4.14,2.66,0,0,7.07,예,2012-04-20,2026-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),최근 10년,10,0,10.06,1.01,70.0,4.84,-3.21,2.6,0,0,7.0,예,2017-04-20,2026-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),최근 5년,5,0,2.82,0.56,60.0,4.84,-3.21,3.21,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),전체,30,0,-37.37,-1.25,33.33,7.44,-14.6,4.12,0,0,7.23,예,1997-04-19,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),앞 절반,15,0,-23.07,-1.54,40.0,7.44,-14.6,5.27,0,0,7.4,예,1997-04-19,2011-04-20
코스닥 종합지수,4,위,불가(고저가 없음),뒤 절반,15,0,-14.31,-0.95,26.67,4.14,-4.84,2.66,0,0,7.07,예,2012-04-20,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),최근 10년,10,0,-10.06,-1.01,30.0,3.21,-4.84,2.6,0,0,7.0,예,2017-04-20,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),최근 5년,5,0,-2.82,-0.56,40.0,3.21,-4.84,3.21,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥 종합지수,5,아래,불가(고저가 없음),전체,30,0,-38.42,-1.28,30.0,12.06,-16.93,5.08,0,0,7.67,예,1997-05-20,2026-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),앞 절반,15,0,-18.54,-1.24,40.0,12.06,-16.93,7.16,0,0,7.73,예,1997-05-20,2011-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),뒤 절반,15,0,-19.88,-1.33,20.0,0.84,-5.18,1.48,0,0,7.6,예,2012-05-18,2026-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),최근 10년,10,0,-10.56,-1.06,20.0,0.84,-2.63,1.11,0,0,7.6,예,2017-05-19,2026-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),최근 5년,5,0,-6.9,-1.38,20.0,0.84,-2.63,1.31,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),전체,30,0,38.42,1.28,70.0,16.93,-12.06,5.08,0,0,7.67,예,1997-05-20,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),앞 절반,15,0,18.54,1.24,60.0,16.93,-12.06,7.16,0,0,7.73,예,1997-05-20,2011-05-20
코스닥 종합지수,5,위,불가(고저가 없음),뒤 절반,15,0,19.88,1.33,80.0,5.18,-0.84,1.48,0,0,7.6,예,2012-05-18,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),최근 10년,10,0,10.56,1.06,80.0,2.63,-0.84,1.11,0,0,7.6,예,2017-05-19,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),최근 5년,5,0,6.9,1.38,80.0,2.63,-0.84,1.31,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥 종합지수,6,아래,불가(고저가 없음),전체,30,0,27.1,0.9,66.67,7.48,-4.88,3.05,0,0,7.2,예,1997-06-20,2026-06-19
코스닥 종합지수,6,아래,불가(고저가 없음),앞 절반,15,0,5.97,0.4,60.0,7.48,-4.88,3.79,0,0,7.4,예,1997-06-20,2011-06-20
코스닥 종합지수,6,아래,불가(고저가 없음),뒤 절반,15,0,21.13,1.41,73.33,5.22,-1.69,2.09,0,0,7.0,예,2012-06-20,2026-06-19
코스닥 종합지수,6,아래,불가(고저가 없음),최근 10년,10,0,20.59,2.06,90.0,5.22,-1.39,2.09,0,0,7.1,예,2017-06-20,2026-06-19
코스닥 종합지수,6,아래,불가(고저가 없음),최근 5년,5,0,13.7,2.74,100.0,5.22,1.27,1.54,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),전체,30,0,-27.1,-0.9,33.33,4.88,-7.48,3.05,0,0,7.2,예,1997-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),앞 절반,15,0,-5.97,-0.4,40.0,4.88,-7.48,3.79,0,0,7.4,예,1997-06-20,2011-06-20
코스닥 종합지수,6,위,불가(고저가 없음),뒤 절반,15,0,-21.13,-1.41,26.67,1.69,-5.22,2.09,0,0,7.0,예,2012-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),최근 10년,10,0,-20.59,-2.06,10.0,1.39,-5.22,2.09,0,0,7.1,예,2017-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),최근 5년,5,0,-13.7,-2.74,0.0,-1.27,-5.22,1.54,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥 종합지수,7,아래,불가(고저가 없음),전체,31,0,53.33,1.72,58.06,10.17,-4.79,3.9,0,0,8.03,예,1996-07-20,2026-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),앞 절반,15,0,26.83,1.79,53.33,10.17,-4.79,4.6,0,0,8.2,예,1996-07-20,2010-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),뒤 절반,16,0,26.5,1.66,62.5,7.36,-4.26,3.25,0,0,7.88,예,2011-07-20,2026-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),최근 10년,10,0,16.18,1.62,70.0,6.51,-4.26,3.1,0,0,7.9,예,2017-07-20,2026-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),최근 5년,5,0,6.85,1.37,60.0,3.99,-1.63,2.37,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),전체,31,0,-53.33,-1.72,41.94,4.79,-10.17,3.9,0,0,8.03,예,1996-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),앞 절반,15,0,-26.83,-1.79,46.67,4.79,-10.17,4.6,0,0,8.2,예,1996-07-20,2010-07-20
코스닥 종합지수,7,위,불가(고저가 없음),뒤 절반,16,0,-26.5,-1.66,37.5,4.26,-7.36,3.25,0,0,7.88,예,2011-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),최근 10년,10,0,-16.18,-1.62,30.0,4.26,-6.51,3.1,0,0,7.9,예,2017-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),최근 5년,5,0,-6.85,-1.37,40.0,1.63,-3.99,2.37,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥 종합지수,8,아래,불가(고저가 없음),전체,31,0,-28.15,-0.91,48.39,9.02,-11.55,4.66,0,0,8.0,예,1996-08-20,2026-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),앞 절반,15,0,4.63,0.31,66.67,9.02,-11.55,5.28,0,0,8.13,예,1996-08-20,2010-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),뒤 절반,16,0,-32.78,-2.05,31.25,4.67,-7.28,3.82,0,0,7.88,예,2011-08-19,2026-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),최근 10년,10,0,-27.55,-2.76,30.0,2.51,-7.28,3.65,0,0,7.9,예,2017-08-18,2026-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),최근 5년,5,0,-4.13,-0.83,60.0,2.51,-5.82,3.33,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),전체,31,0,28.15,0.91,51.61,11.55,-9.02,4.66,0,0,8.0,예,1996-08-20,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),앞 절반,15,0,-4.63,-0.31,33.33,11.55,-9.02,5.28,0,0,8.13,예,1996-08-20,2010-08-20
코스닥 종합지수,8,위,불가(고저가 없음),뒤 절반,16,0,32.78,2.05,68.75,7.28,-4.67,3.82,0,0,7.88,예,2011-08-19,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),최근 10년,10,0,27.55,2.76,70.0,7.28,-2.51,3.65,0,0,7.9,예,2017-08-18,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),최근 5년,5,0,4.13,0.83,40.0,5.82,-2.51,3.33,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥 종합지수,9,아래,불가(고저가 없음),전체,30,0,65.03,2.17,70.0,12.98,-5.22,4.29,0,0,6.43,예,1996-09-20,2025-09-19
코스닥 종합지수,9,아래,불가(고저가 없음),앞 절반,15,0,27.59,1.84,66.67,12.98,-5.22,5.15,0,0,6.47,예,1996-09-20,2010-09-20
코스닥 종합지수,9,아래,불가(고저가 없음),뒤 절반,15,0,37.44,2.5,73.33,11.53,-2.08,3.39,0,0,6.4,예,2011-09-20,2025-09-19
코스닥 종합지수,9,아래,불가(고저가 없음),최근 10년,10,0,30.66,3.07,70.0,11.53,-2.08,3.85,0,0,6.3,예,2016-09-20,2025-09-19
코스닥 종합지수,9,아래,불가(고저가 없음),최근 5년,5,0,20.72,4.14,80.0,11.53,-2.08,4.91,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),전체,30,0,-65.03,-2.17,30.0,5.22,-12.98,4.29,0,0,6.43,예,1996-09-20,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),앞 절반,15,0,-27.59,-1.84,33.33,5.22,-12.98,5.15,0,0,6.47,예,1996-09-20,2010-09-20
코스닥 종합지수,9,위,불가(고저가 없음),뒤 절반,15,0,-37.44,-2.5,26.67,2.08,-11.53,3.39,0,0,6.4,예,2011-09-20,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),최근 10년,10,0,-30.66,-3.07,30.0,2.08,-11.53,3.85,0,0,6.3,예,2016-09-20,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),최근 5년,5,0,-20.72,-4.14,20.0,2.08,-11.53,4.91,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥 종합지수,10,아래,불가(고저가 없음),전체,30,0,35.87,1.2,50.0,12.76,-4.64,4.52,0,0,8.07,예,1996-10-19,2025-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),앞 절반,15,0,21.32,1.42,46.67,12.76,-4.64,4.93,0,0,8.2,예,1996-10-19,2010-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),뒤 절반,15,0,14.55,0.97,53.33,12.4,-4.41,4.23,0,0,7.93,예,2011-10-20,2025-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),최근 10년,10,0,17.6,1.76,60.0,12.4,-3.16,4.8,0,0,7.8,예,2016-10-20,2025-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),최근 5년,5,0,1.58,0.32,60.0,4.31,-2.81,2.89,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),전체,30,0,-35.87,-1.2,50.0,4.64,-12.76,4.52,0,0,8.07,예,1996-10-19,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),앞 절반,15,0,-21.32,-1.42,53.33,4.64,-12.76,4.93,0,0,8.2,예,1996-10-19,2010-10-20
코스닥 종합지수,10,위,불가(고저가 없음),뒤 절반,15,0,-14.55,-0.97,46.67,4.41,-12.4,4.23,0,0,7.93,예,2011-10-20,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),최근 10년,10,0,-17.6,-1.76,40.0,3.16,-12.4,4.8,0,0,7.8,예,2016-10-20,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),최근 5년,5,0,-1.58,-0.32,40.0,2.81,-4.31,2.89,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥 종합지수,11,아래,불가(고저가 없음),전체,30,0,-4.58,-0.15,43.33,16.1,-12.61,5.14,0,0,7.27,예,1996-11-20,2025-11-20
코스닥 종합지수,11,아래,불가(고저가 없음),앞 절반,15,0,-11.54,-0.77,40.0,16.1,-12.61,6.82,0,0,7.33,예,1996-11-20,2010-11-19
코스닥 종합지수,11,아래,불가(고저가 없음),뒤 절반,15,0,6.96,0.46,46.67,7.32,-2.56,2.71,0,0,7.2,예,2011-11-18,2025-11-20
코스닥 종합지수,11,아래,불가(고저가 없음),최근 10년,10,0,9.44,0.94,60.0,7.32,-2.32,3.07,0,0,7.3,예,2016-11-18,2025-11-20
코스닥 종합지수,11,아래,불가(고저가 없음),최근 5년,5,0,3.73,0.75,60.0,7.32,-2.32,3.94,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),전체,30,0,4.58,0.15,56.67,12.61,-16.1,5.14,0,0,7.27,예,1996-11-20,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),앞 절반,15,0,11.54,0.77,60.0,12.61,-16.1,6.82,0,0,7.33,예,1996-11-20,2010-11-19
코스닥 종합지수,11,위,불가(고저가 없음),뒤 절반,15,0,-6.96,-0.46,53.33,2.56,-7.32,2.71,0,0,7.2,예,2011-11-18,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),최근 10년,10,0,-9.44,-0.94,40.0,2.32,-7.32,3.07,0,0,7.3,예,2016-11-18,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),최근 5년,5,0,-3.73,-0.75,40.0,2.32,-7.32,3.94,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥 종합지수,12,아래,불가(고저가 없음),전체,30,0,-13.4,-0.45,36.67,14.3,-7.48,4.36,0,0,5.87,예,1996-12-20,2025-12-19
코스닥 종합지수,12,아래,불가(고저가 없음),앞 절반,15,0,16.68,1.11,66.67,14.3,-7.48,5.48,0,0,5.73,예,1996-12-20,2010-12-20
코스닥 종합지수,12,아래,불가(고저가 없음),뒤 절반,15,0,-30.08,-2.01,6.67,3.39,-5.71,2.02,0,0,6.0,예,2011-12-20,2025-12-19
코스닥 종합지수,12,아래,불가(고저가 없음),최근 10년,10,0,-18.35,-1.84,10.0,3.39,-5.71,2.45,0,0,6.0,예,2016-12-20,2025-12-19
코스닥 종합지수,12,아래,불가(고저가 없음),최근 5년,5,0,-4.01,-0.8,20.0,3.39,-4.39,2.79,0,0,6.2,아니오,2021-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),전체,30,0,13.4,0.45,63.33,7.48,-14.3,4.36,0,0,5.87,예,1996-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),앞 절반,15,0,-16.68,-1.11,33.33,7.48,-14.3,5.48,0,0,5.73,예,1996-12-20,2010-12-20
코스닥 종합지수,12,위,불가(고저가 없음),뒤 절반,15,0,30.08,2.01,93.33,5.71,-3.39,2.02,0,0,6.0,예,2011-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),최근 10년,10,0,18.35,1.84,90.0,5.71,-3.39,2.45,0,0,6.0,예,2016-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),최근 5년,5,0,4.01,0.8,80.0,4.39,-3.39,2.79,0,0,6.2,아니오,2021-12-20,2025-12-19
