종목,테스트,파라미터,시작연도,방향,시대 구간,사건,구간,기준,신호,제외,표본,평균(%),중앙값(%),승률(%),최고(%),최악(%),표준편차(%)
KODEX 200,테스트 B(연속 등락),N=3,2011,연속 하락,전체,65,6개월,종가,194,6,188,3.24,0.33,52.66,154.91,-20.92,18.64
KODEX 200,테스트 B(연속 등락),N=3,2011,연속 하락,전체,65,6개월,익일시가,194,6,188,3.23,0.32,51.06,153.64,-21.43,18.71
KODEX 200,테스트 B(연속 등락),N=3,2011,연속 하락,전체,65,1년,종가,194,8,186,7.95,1.17,53.23,181.12,-26.46,29.06
KODEX 200,테스트 B(연속 등락),N=3,2011,연속 하락,전체,65,1년,익일시가,194,8,186,7.96,1.18,54.84,194.27,-26.9,29.42
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1일,종가,144,0,144,0.12,0.11,58.33,5.18,-5.96,1.2
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1일,익일시가,144,0,144,0.04,0.02,50.69,3.15,-3.94,0.9
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1주,종가,144,0,144,0.22,0.3,56.94,10.97,-14.8,2.99
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1주,익일시가,144,0,144,0.14,0.23,55.56,10.52,-15.54,2.91
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1개월,종가,144,0,144,1.36,0.57,57.64,36.86,-17.05,7.09
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1개월,익일시가,144,0,144,1.28,0.76,56.94,37.93,-15.94,7.04
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,3개월,종가,144,2,142,4.63,2.28,62.68,49.56,-22.93,12.88
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,3개월,익일시가,144,2,142,4.55,2.49,63.38,52.77,-22.95,13.0
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,6개월,종가,144,7,137,9.8,2.78,59.85,123.53,-23.82,25.45
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,6개월,익일시가,144,7,137,9.74,2.59,59.12,122.62,-23.85,25.51
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1년,종가,144,15,129,17.21,5.23,62.02,283.64,-29.57,48.78
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 상승,전체,67,1년,익일시가,144,15,129,17.08,5.09,62.02,281.72,-29.85,48.5
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1일,종가,98,0,98,0.13,0.06,53.06,8.94,-3.81,1.52
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1일,익일시가,98,0,98,0.01,0.02,51.02,2.8,-3.54,0.99
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1주,종가,98,0,98,-0.04,-0.26,46.94,9.73,-13.22,3.12
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1주,익일시가,98,0,98,-0.17,-0.14,47.96,5.33,-9.92,2.71
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1개월,종가,98,0,98,0.67,0.2,52.04,33.96,-9.87,5.59
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1개월,익일시가,98,0,98,0.53,0.19,51.02,26.41,-9.21,5.15
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,3개월,종가,98,0,98,1.58,1.6,57.14,63.77,-17.67,10.48
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,3개월,익일시가,98,0,98,1.42,1.6,56.12,54.54,-17.67,9.92
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,6개월,종가,98,1,97,2.86,0.28,50.52,121.46,-16.98,16.96
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,6개월,익일시가,98,1,97,2.8,0.18,51.55,120.94,-16.4,16.92
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1년,종가,98,2,96,7.93,1.38,55.21,199.52,-24.09,30.55
KODEX 200,테스트 B(연속 등락),N=4,2011,연속 하락,전체,60,1년,익일시가,98,2,96,7.85,1.02,55.21,193.93,-24.53,30.28
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1일,종가,84,0,84,0.07,0.03,51.19,4.55,-2.78,1.12
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1일,익일시가,84,0,84,0.02,0.03,52.38,3.79,-4.0,1.04
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1주,종가,84,0,84,0.31,0.31,58.33,12.01,-8.05,2.92
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1주,익일시가,84,0,84,0.26,0.31,55.95,11.02,-8.72,2.93
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1개월,종가,84,0,84,0.64,0.01,50.0,28.87,-23.27,7.04
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1개월,익일시가,84,0,84,0.59,-0.24,47.62,27.72,-23.4,7.01
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,3개월,종가,84,1,83,4.19,2.89,62.65,48.33,-21.34,12.6
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,3개월,익일시가,84,1,83,4.14,2.33,61.45,47.25,-21.3,12.62
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,6개월,종가,84,3,81,10.97,3.42,60.49,120.14,-18.23,25.7
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,6개월,익일시가,84,3,81,10.94,3.52,60.49,118.18,-18.46,25.62
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1년,종가,84,7,77,21.7,4.27,59.74,254.26,-20.87,55.42
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 상승,전체,67,1년,익일시가,84,7,77,21.7,4.36,58.44,255.58,-21.55,55.56
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1일,종가,44,0,44,-0.35,-0.23,38.64,2.68,-5.5,1.45
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1일,익일시가,44,0,44,-0.29,-0.04,43.18,2.13,-5.54,1.31
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1주,종가,44,0,44,-0.17,-0.31,45.45,5.77,-4.84,2.57
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1주,익일시가,44,0,44,-0.11,-0.05,47.73,5.99,-5.52,2.56
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1개월,종가,44,0,44,0.86,1.6,54.55,10.2,-7.13,4.42
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1개월,익일시가,44,0,44,0.93,1.36,54.55,10.42,-6.94,4.51
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,3개월,종가,44,0,44,1.57,1.14,52.27,36.44,-17.45,9.11
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,3개월,익일시가,44,0,44,1.64,0.92,52.27,36.72,-17.45,9.2
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,6개월,종가,44,0,44,3.24,0.44,52.27,66.75,-16.07,14.27
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,6개월,익일시가,44,0,44,3.32,0.35,54.55,67.1,-16.08,14.4
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1년,종가,44,0,44,9.09,1.94,56.82,207.34,-24.03,36.36
KODEX 200,테스트 B(연속 등락),N=5,2011,연속 하락,전체,38,1년,익일시가,44,0,44,9.2,2.25,56.82,207.98,-24.01,36.56
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1일,종가,43,0,43,0.17,0.02,51.16,2.1,-1.06,0.66
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1일,익일시가,43,0,43,0.2,0.13,58.14,2.05,-1.4,0.75
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1주,종가,43,0,43,0.46,0.36,62.79,9.88,-12.07,3.41
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1주,익일시가,43,0,43,0.49,0.31,62.79,10.36,-10.14,3.38
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1개월,종가,43,0,43,0.8,1.07,53.49,26.87,-29.16,8.68
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1개월,익일시가,43,0,43,0.83,0.48,55.81,27.43,-30.14,8.69
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,3개월,종가,43,1,42,6.64,2.52,66.67,48.8,-24.82,15.75
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,3개월,익일시가,43,1,42,6.74,2.51,66.67,52.05,-24.82,16.02
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,6개월,종가,43,2,41,13.9,4.45,58.54,103.74,-21.3,30.03
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,6개월,익일시가,43,2,41,13.95,4.47,60.98,104.63,-21.33,30.21
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1년,종가,43,6,37,23.88,6.5,56.76,252.46,-22.52,56.69
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 상승,전체,41,1년,익일시가,43,6,37,23.82,5.96,59.46,251.11,-22.42,56.56
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1일,종가,27,0,27,0.01,0.08,59.26,6.16,-7.33,2.23
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1일,익일시가,27,0,27,-0.52,-0.15,40.74,2.09,-9.38,2.22
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1주,종가,27,0,27,0.92,0.97,74.07,8.54,-5.2,3.4
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1주,익일시가,27,0,27,0.36,0.69,70.37,6.13,-4.97,2.82
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1개월,종가,27,0,27,3.22,3.86,70.37,18.7,-7.15,5.5
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1개월,익일시가,27,0,27,2.64,3.18,66.67,16.07,-7.31,4.83
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,3개월,종가,27,0,27,4.16,2.66,59.26,40.04,-13.54,11.34
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,3개월,익일시가,27,0,27,3.51,2.43,55.56,32.64,-14.23,10.21
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,6개월,종가,27,0,27,7.43,4.72,62.96,70.06,-11.97,17.27
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,6개월,익일시가,27,0,27,6.69,4.66,62.96,61.07,-11.76,15.64
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1년,종가,27,0,27,17.72,5.56,62.96,213.77,-24.68,46.61
KODEX 200,테스트 B(연속 등락),N=6,2011,연속 하락,전체,25,1년,익일시가,27,0,27,16.68,5.2,62.96,197.19,-24.5,43.79
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1일,종가,22,0,22,0.24,-0.07,40.91,2.9,-0.97,1.0
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1일,익일시가,22,0,22,0.12,-0.12,45.45,2.86,-1.26,0.94
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1주,종가,22,0,22,0.36,0.16,59.09,9.4,-6.55,3.16
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1주,익일시가,22,0,22,0.25,-0.12,45.45,9.37,-7.5,3.23
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1개월,종가,22,0,22,3.43,2.36,72.73,26.95,-12.25,8.31
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1개월,익일시가,22,0,22,3.31,1.85,72.73,26.91,-12.52,8.3
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,3개월,종가,22,0,22,6.93,2.34,63.64,37.24,-19.68,15.15
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,3개월,익일시가,22,0,22,6.8,1.82,68.18,36.36,-19.93,15.07
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,6개월,종가,22,0,22,15.33,8.25,63.64,91.91,-25.51,32.11
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,6개월,익일시가,22,0,22,15.17,8.18,63.64,91.85,-25.51,31.98
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1년,종가,22,3,19,19.9,7.66,63.16,118.89,-23.12,40.47
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 상승,전체,21,1년,익일시가,22,3,19,19.79,7.98,63.16,119.36,-22.85,40.53
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1일,종가,10,0,10,0.03,-0.68,40.0,7.68,-4.13,3.08
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1일,익일시가,10,0,10,-0.18,-0.64,30.0,4.66,-2.26,1.92
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1주,종가,10,0,10,1.01,-0.02,50.0,14.85,-2.85,5.32
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1주,익일시가,10,0,10,0.78,-0.03,50.0,11.62,-2.96,4.29
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1개월,종가,10,0,10,3.07,1.42,50.0,26.56,-5.74,8.89
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1개월,익일시가,10,0,10,2.79,0.94,50.0,23.0,-3.33,7.66
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,3개월,종가,10,0,10,1.26,-3.87,30.0,38.74,-11.94,14.6
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,3개월,익일시가,10,0,10,0.95,-3.77,30.0,34.84,-11.84,13.38
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,6개월,종가,10,0,10,5.84,1.5,60.0,57.21,-10.4,19.46
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,6개월,익일시가,10,0,10,5.5,2.99,60.0,52.8,-10.49,18.17
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1년,종가,10,0,10,18.32,-0.35,50.0,106.67,-23.07,42.76
KODEX 200,테스트 B(연속 등락),N=7,2011,연속 하락,전체,9,1년,익일시가,10,0,10,17.82,0.22,50.0,100.86,-23.15,41.36
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1일,종가,9,0,9,0.39,0.08,55.56,3.8,-1.62,1.67
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1일,익일시가,9,0,9,0.18,0.15,55.56,1.86,-0.79,0.84
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1주,종가,9,0,9,1.12,0.59,55.56,7.21,-2.0,3.09
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1주,익일시가,9,0,9,0.91,0.44,55.56,5.22,-2.58,2.68
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1개월,종가,9,0,9,4.57,1.45,88.89,16.02,-0.7,6.58
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1개월,익일시가,9,0,9,4.32,1.38,88.89,14.68,-0.51,5.77
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,3개월,종가,9,0,9,9.66,2.4,66.67,35.61,-8.68,16.49
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,3개월,익일시가,9,0,9,9.35,4.25,66.67,34.81,-8.8,15.66
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,6개월,종가,9,0,9,25.73,9.77,66.67,87.84,-11.19,37.02
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,6개월,익일시가,9,0,9,25.25,11.76,66.67,84.34,-11.02,35.76
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1년,종가,9,2,7,21.5,5.59,57.14,134.88,-10.71,51.29
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 상승,전체,9,1년,익일시가,9,2,7,21.73,5.47,57.14,135.51,-10.83,51.44
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1일,종가,6,0,6,0.64,0.65,83.33,2.29,-1.21,1.12
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1일,익일시가,6,0,6,0.42,0.57,83.33,1.03,-0.6,0.61
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1주,종가,6,0,6,0.83,0.55,83.33,3.75,-3.03,2.37
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1주,익일시가,6,0,6,0.61,0.42,83.33,3.7,-2.43,2.0
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1개월,종가,6,0,6,0.61,0.14,50.0,3.97,-2.27,2.62
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1개월,익일시가,6,0,6,0.39,-0.14,50.0,3.92,-2.22,2.27
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,3개월,종가,6,0,6,-0.72,-2.34,16.67,10.72,-5.14,5.71
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,3개월,익일시가,6,0,6,-0.93,-2.51,16.67,10.67,-5.17,5.83
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,6개월,종가,6,0,6,1.99,4.49,66.67,10.47,-10.69,7.79
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,6개월,익일시가,6,0,6,1.77,4.1,66.67,10.42,-10.72,7.74
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1년,종가,6,0,6,16.28,3.65,50.0,74.7,-21.28,34.94
KODEX 200,테스트 B(연속 등락),N=8,2011,연속 하락,전체,6,1년,익일시가,6,0,6,15.95,3.39,50.0,74.62,-21.31,34.63
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1일,종가,5,0,5,0.13,0.05,60.0,1.8,-0.99,1.13
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1일,익일시가,5,0,5,0.01,-0.14,20.0,2.11,-1.09,1.24
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1주,종가,5,0,5,1.07,1.4,60.0,3.95,-1.39,2.26
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1주,익일시가,5,0,5,0.94,1.47,60.0,4.26,-1.5,2.35
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1개월,종가,5,0,5,8.31,3.55,80.0,20.37,-0.23,9.16
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1개월,익일시가,5,0,5,8.18,3.44,80.0,20.73,-0.39,9.15
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,3개월,종가,5,0,5,19.02,23.94,80.0,36.84,-7.34,19.5
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,3개월,익일시가,5,0,5,18.87,23.04,80.0,37.25,-7.48,19.54
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,6개월,종가,5,0,5,41.11,37.28,80.0,85.43,-6.34,42.07
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,6개월,익일시가,5,0,5,40.92,37.13,80.0,85.99,-6.48,41.93
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1년,종가,5,2,3,6.04,4.95,66.67,23.42,-10.24,16.86
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 상승,전체,5,1년,익일시가,5,2,3,5.97,5.02,66.67,23.28,-10.38,16.85
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1일,종가,1,0,1,-0.16,-0.16,0.0,-0.16,-0.16,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1일,익일시가,1,0,1,-0.3,-0.3,0.0,-0.3,-0.3,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1주,종가,1,0,1,-2.08,-2.08,0.0,-2.08,-2.08,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1주,익일시가,1,0,1,-2.22,-2.22,0.0,-2.22,-2.22,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1개월,종가,1,0,1,-1.28,-1.28,0.0,-1.28,-1.28,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1개월,익일시가,1,0,1,-1.42,-1.42,0.0,-1.42,-1.42,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,3개월,종가,1,0,1,-2.88,-2.88,0.0,-2.88,-2.88,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,3개월,익일시가,1,0,1,-3.02,-3.02,0.0,-3.02,-3.02,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,6개월,종가,1,0,1,4.43,4.43,100.0,4.43,4.43,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,6개월,익일시가,1,0,1,4.28,4.28,100.0,4.28,4.28,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1년,종가,1,0,1,-1.12,-1.12,0.0,-1.12,-1.12,
KODEX 200,테스트 B(연속 등락),N=9,2011,연속 하락,전체,1,1년,익일시가,1,0,1,-1.26,-1.26,0.0,-1.26,-1.26,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1일,종가,3,0,3,0.93,0.77,100.0,1.63,0.4,0.63
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1일,익일시가,3,0,3,0.61,0.84,66.67,1.42,-0.45,0.96
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1주,종가,3,0,3,1.66,2.76,66.67,3.41,-1.19,2.49
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1주,익일시가,3,0,3,1.32,2.16,66.67,2.56,-0.76,1.81
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1개월,종가,3,0,3,11.14,15.33,66.67,19.9,-1.83,11.46
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1개월,익일시가,3,0,3,10.72,15.1,66.67,18.45,-1.4,10.62
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,3개월,종가,3,0,3,15.04,21.77,66.67,31.78,-8.43,20.93
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,3개월,익일시가,3,0,3,14.56,21.53,66.67,30.19,-8.03,20.04
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,6개월,종가,3,0,3,44.6,64.36,66.67,74.88,-5.43,43.65
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,6개월,익일시가,3,0,3,43.96,62.37,66.67,74.53,-5.02,42.85
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1년,종가,3,2,1,-9.9,-9.9,0.0,-9.9,-9.9,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 상승,전체,3,1년,익일시가,3,2,1,-9.51,-9.51,0.0,-9.51,-9.51,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1일,종가,1,0,1,0.18,0.18,100.0,0.18,0.18,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1일,익일시가,1,0,1,-0.26,-0.26,0.0,-0.26,-0.26,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1주,종가,1,0,1,-2.03,-2.03,0.0,-2.03,-2.03,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1주,익일시가,1,0,1,-2.46,-2.46,0.0,-2.46,-2.46,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1개월,종가,1,0,1,-1.4,-1.4,0.0,-1.4,-1.4,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1개월,익일시가,1,0,1,-1.84,-1.84,0.0,-1.84,-1.84,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,3개월,종가,1,0,1,-2.53,-2.53,0.0,-2.53,-2.53,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,3개월,익일시가,1,0,1,-2.96,-2.96,0.0,-2.96,-2.96,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,6개월,종가,1,0,1,4.51,4.51,100.0,4.51,4.51,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,6개월,익일시가,1,0,1,4.06,4.06,100.0,4.06,4.06,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1년,종가,1,0,1,-1.2,-1.2,0.0,-1.2,-1.2,
KODEX 200,테스트 B(연속 등락),N=10,2011,연속 하락,전체,1,1년,익일시가,1,0,1,-1.64,-1.64,0.0,-1.64,-1.64,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1일,종가,1,0,1,-1.08,-1.08,0.0,-1.08,-1.08,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1일,익일시가,1,0,1,-1.9,-1.9,0.0,-1.9,-1.9,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1주,종가,1,0,1,-3.48,-3.48,0.0,-3.48,-3.48,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1주,익일시가,1,0,1,-4.28,-4.28,0.0,-4.28,-4.28,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1개월,종가,1,0,1,11.45,11.45,100.0,11.45,11.45,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1개월,익일시가,1,0,1,10.53,10.53,100.0,10.53,10.53,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,3개월,종가,1,0,1,7.6,7.6,100.0,7.6,7.6,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,3개월,익일시가,1,0,1,6.71,6.71,100.0,6.71,6.71,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,6개월,종가,1,0,1,20.53,20.53,100.0,20.53,20.53,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,6개월,익일시가,1,0,1,19.53,19.53,100.0,19.53,19.53,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1년,종가,1,0,1,15.7,15.7,100.0,15.7,15.7,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1년,익일시가,1,0,1,14.74,14.74,100.0,14.74,14.74,
