종목,조합,월,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
KODEX 코스닥150,20일→다음주금,12,위,-5.0,2022-12-20,9890.0,2022-12-29,7,9640.0,-2.53,-3.44,기한청산
KODEX 코스닥150,20일→다음주금,12,위,-5.0,2023-12-20,13900.0,2023-12-28,5,13940.0,0.29,-3.35,기한청산
KODEX 코스닥150,20일→다음주금,12,위,-5.0,2024-12-20,10975.0,2024-12-27,4,11055.0,0.73,-0.05,기한청산
KODEX 코스닥150,20일→다음주금,12,위,-5.0,2025-12-19,15265.0,2025-12-26,4,15380.0,0.75,-0.39,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2015-12-18,10590.0,2015-12-24,4,10300.0,-2.74,-2.74,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2016-12-20,9075.0,2016-12-29,7,9370.0,3.25,-1.05,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2017-12-20,12990.0,2017-12-28,5,14265.0,9.82,-2.04,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2018-12-20,11585.0,2018-12-28,5,11800.0,1.86,-0.99,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2019-12-20,9875.0,2019-12-27,4,10250.0,3.8,-1.01,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2020-12-18,14965.0,2020-12-24,4,14830.0,-0.9,-2.54,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2021-12-20,14550.0,2021-12-30,8,15070.0,3.57,-0.48,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2022-12-20,9890.0,2022-12-29,7,9640.0,-2.53,-3.44,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2023-12-20,13900.0,2023-12-28,5,13940.0,0.29,-3.35,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2024-12-20,10975.0,2024-12-27,4,11055.0,0.73,-0.05,기한청산
KODEX 코스닥150,20일→다음주금,12,위,무손절,2025-12-19,15265.0,2025-12-26,4,15380.0,0.75,-0.39,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2015-12-18,10590.0,2015-12-24,4,10300.0,2.74,-0.24,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2016-12-20,9075.0,2016-12-29,7,9370.0,-3.25,-3.75,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2017-12-20,12990.0,2017-12-26,3,13640.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2018-12-20,11585.0,2018-12-27,4,12180.0,-5.14,-5.14,갭손절
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2019-12-20,9875.0,2019-12-27,4,10250.0,-3.8,-4.3,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2020-12-18,14965.0,2020-12-24,4,14830.0,0.9,-2.17,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2021-12-20,14550.0,2021-12-28,6,15278.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2022-12-20,9890.0,2022-12-29,7,9640.0,2.53,-2.98,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2023-12-20,13900.0,2023-12-28,5,13940.0,-0.29,-0.97,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2024-12-20,10975.0,2024-12-27,4,11055.0,-0.73,-2.96,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,2025-12-19,15265.0,2025-12-26,4,15380.0,-0.75,-1.67,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2015-12-18,10590.0,2015-12-24,4,10300.0,2.74,-0.24,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2016-12-20,9075.0,2016-12-29,7,9370.0,-3.25,-3.75,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2017-12-20,12990.0,2017-12-28,5,14265.0,-9.82,-9.82,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2018-12-20,11585.0,2018-12-28,5,11800.0,-1.86,-5.14,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2019-12-20,9875.0,2019-12-27,4,10250.0,-3.8,-4.3,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2020-12-18,14965.0,2020-12-24,4,14830.0,0.9,-2.17,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2021-12-20,14550.0,2021-12-30,8,15070.0,-3.57,-6.05,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2022-12-20,9890.0,2022-12-29,7,9640.0,2.53,-2.98,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2023-12-20,13900.0,2023-12-28,5,13940.0,-0.29,-0.97,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2024-12-20,10975.0,2024-12-27,4,11055.0,-0.73,-2.96,기한청산
KODEX 코스닥150,20일→다음주금,12,아래,무손절,2025-12-19,15265.0,2025-12-26,4,15380.0,-0.75,-1.67,기한청산
KODEX 코스닥150,20일→말일,9,위,-5.0,2016-09-20,10090.0,2016-09-30,8,10085.0,-0.05,-0.4,기한청산
KODEX 코스닥150,20일→말일,9,위,-5.0,2017-09-20,10885.0,2017-09-29,7,10805.0,-0.73,-2.48,기한청산
KODEX 코스닥150,20일→말일,9,위,-5.0,2018-09-20,14145.0,2018-09-28,3,14150.0,0.04,-0.14,기한청산
KODEX 코스닥150,20일→말일,9,위,-5.0,2019-09-20,9510.0,2019-09-25,3,9034.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,9,위,-5.0,2020-09-18,13935.0,2020-09-22,2,13238.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,9,위,-5.0,2021-09-17,15220.0,2021-09-29,5,14459.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,9,위,-5.0,2022-09-20,10600.0,2022-09-26,4,10005.0,-5.61,-5.61,갭손절
KODEX 코스닥150,20일→말일,9,위,-5.0,2023-09-20,13840.0,2023-09-26,4,13148.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,9,위,-5.0,2024-09-20,12600.0,2024-09-30,6,12865.0,2.1,-0.24,기한청산
KODEX 코스닥150,20일→말일,9,위,-5.0,2025-09-19,14300.0,2025-09-30,7,13950.0,-2.45,-4.06,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2016-09-20,10090.0,2016-09-30,8,10085.0,-0.05,-0.4,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2017-09-20,10885.0,2017-09-29,7,10805.0,-0.73,-2.48,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2018-09-20,14145.0,2018-09-28,3,14150.0,0.04,-0.14,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2019-09-20,9510.0,2019-09-30,6,9010.0,-5.26,-6.41,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2020-09-18,13935.0,2020-09-29,7,13220.0,-5.13,-11.02,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2021-09-17,15220.0,2021-09-30,6,14665.0,-3.65,-5.42,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2022-09-20,10600.0,2022-09-30,8,9535.0,-10.05,-11.08,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2023-09-20,13840.0,2023-09-27,5,13210.0,-4.55,-6.83,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2024-09-20,12600.0,2024-09-30,6,12865.0,2.1,-0.24,기한청산
KODEX 코스닥150,20일→말일,9,위,무손절,2025-09-19,14300.0,2025-09-30,7,13950.0,-2.45,-4.06,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2016-09-20,10090.0,2016-09-30,8,10085.0,0.05,-2.08,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2017-09-20,10885.0,2017-09-29,7,10805.0,0.73,-0.78,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2018-09-20,14145.0,2018-09-28,3,14150.0,-0.04,-2.51,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2019-09-20,9510.0,2019-09-30,6,9010.0,5.26,-0.0,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2020-09-18,13935.0,2020-09-29,7,13220.0,5.13,-0.97,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2021-09-17,15220.0,2021-09-30,6,14665.0,3.65,-0.62,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2022-09-20,10600.0,2022-09-30,8,9535.0,10.05,-0.05,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2023-09-20,13840.0,2023-09-27,5,13210.0,4.55,0.22,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2024-09-20,12600.0,2024-09-30,6,12865.0,-2.1,-4.56,기한청산
KODEX 코스닥150,20일→말일,9,아래,-5.0,2025-09-19,14300.0,2025-09-30,7,13950.0,2.45,-2.62,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2016-09-20,10090.0,2016-09-30,8,10085.0,0.05,-2.08,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2017-09-20,10885.0,2017-09-29,7,10805.0,0.73,-0.78,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2018-09-20,14145.0,2018-09-28,3,14150.0,-0.04,-2.51,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2019-09-20,9510.0,2019-09-30,6,9010.0,5.26,-0.0,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2020-09-18,13935.0,2020-09-29,7,13220.0,5.13,-0.97,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2021-09-17,15220.0,2021-09-30,6,14665.0,3.65,-0.62,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2022-09-20,10600.0,2022-09-30,8,9535.0,10.05,-0.05,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2023-09-20,13840.0,2023-09-27,5,13210.0,4.55,0.22,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2024-09-20,12600.0,2024-09-30,6,12865.0,-2.1,-4.56,기한청산
KODEX 코스닥150,20일→말일,9,아래,무손절,2025-09-19,14300.0,2025-09-30,7,13950.0,2.45,-2.62,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2015-12-18,10590.0,2015-12-30,7,11015.0,4.01,-3.16,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2016-12-20,9075.0,2016-12-29,7,9370.0,3.25,-1.05,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2017-12-20,12990.0,2017-12-28,5,14265.0,9.82,-2.04,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2018-12-20,11585.0,2018-12-28,5,11800.0,1.86,-0.99,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2019-12-20,9875.0,2019-12-30,5,10415.0,5.47,-1.01,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2020-12-18,14965.0,2020-12-30,7,15460.0,3.31,-2.54,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2021-12-20,14550.0,2021-12-30,8,15070.0,3.57,-0.48,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2022-12-20,9890.0,2022-12-29,7,9640.0,-2.53,-3.44,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2023-12-20,13900.0,2023-12-28,5,13940.0,0.29,-3.35,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2024-12-20,10975.0,2024-12-30,5,11275.0,2.73,-0.05,기한청산
KODEX 코스닥150,20일→말일,12,위,-5.0,2025-12-19,15265.0,2025-12-30,6,15430.0,1.08,-0.39,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2015-12-18,10590.0,2015-12-30,7,11015.0,4.01,-3.16,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2016-12-20,9075.0,2016-12-29,7,9370.0,3.25,-1.05,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2017-12-20,12990.0,2017-12-28,5,14265.0,9.82,-2.04,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2018-12-20,11585.0,2018-12-28,5,11800.0,1.86,-0.99,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2019-12-20,9875.0,2019-12-30,5,10415.0,5.47,-1.01,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2020-12-18,14965.0,2020-12-30,7,15460.0,3.31,-2.54,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2021-12-20,14550.0,2021-12-30,8,15070.0,3.57,-0.48,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2022-12-20,9890.0,2022-12-29,7,9640.0,-2.53,-3.44,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2023-12-20,13900.0,2023-12-28,5,13940.0,0.29,-3.35,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2024-12-20,10975.0,2024-12-30,5,11275.0,2.73,-0.05,기한청산
KODEX 코스닥150,20일→말일,12,위,무손절,2025-12-19,15265.0,2025-12-30,6,15430.0,1.08,-0.39,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2015-12-18,10590.0,2015-12-30,7,11015.0,-4.01,-4.01,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2016-12-20,9075.0,2016-12-29,7,9370.0,-3.25,-3.75,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2017-12-20,12990.0,2017-12-26,3,13640.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,12,아래,-5.0,2018-12-20,11585.0,2018-12-27,4,12180.0,-5.14,-5.14,갭손절
KODEX 코스닥150,20일→말일,12,아래,-5.0,2019-12-20,9875.0,2019-12-30,5,10369.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,12,아래,-5.0,2020-12-18,14965.0,2020-12-30,7,15460.0,-3.31,-4.08,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2021-12-20,14550.0,2021-12-28,6,15278.0,-5.0,-5.0,장중손절
KODEX 코스닥150,20일→말일,12,아래,-5.0,2022-12-20,9890.0,2022-12-29,7,9640.0,2.53,-2.98,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2023-12-20,13900.0,2023-12-28,5,13940.0,-0.29,-0.97,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2024-12-20,10975.0,2024-12-30,5,11275.0,-2.73,-3.28,기한청산
KODEX 코스닥150,20일→말일,12,아래,-5.0,2025-12-19,15265.0,2025-12-30,6,15430.0,-1.08,-2.33,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2015-12-18,10590.0,2015-12-30,7,11015.0,-4.01,-4.01,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2016-12-20,9075.0,2016-12-29,7,9370.0,-3.25,-3.75,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2017-12-20,12990.0,2017-12-28,5,14265.0,-9.82,-9.82,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2018-12-20,11585.0,2018-12-28,5,11800.0,-1.86,-5.14,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2019-12-20,9875.0,2019-12-30,5,10415.0,-5.47,-5.62,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2020-12-18,14965.0,2020-12-30,7,15460.0,-3.31,-4.08,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2021-12-20,14550.0,2021-12-30,8,15070.0,-3.57,-6.05,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2022-12-20,9890.0,2022-12-29,7,9640.0,2.53,-2.98,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2023-12-20,13900.0,2023-12-28,5,13940.0,-0.29,-0.97,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2024-12-20,10975.0,2024-12-30,5,11275.0,-2.73,-3.28,기한청산
KODEX 코스닥150,20일→말일,12,아래,무손절,2025-12-19,15265.0,2025-12-30,6,15430.0,-1.08,-2.33,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2010-09-17,936.77,2010-09-24,2,940.22,0.37,-0.05,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2011-09-16,940.06,2011-09-23,5,897.49,-4.53,-4.53,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2012-09-21,942.08,2012-09-28,5,925.14,-1.8,-3.04,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2013-09-17,897.78,2013-09-27,5,920.84,2.57,0.34,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2014-09-19,963.17,2014-09-26,5,959.81,-0.35,-1.12,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2015-09-18,1110.78,2015-09-25,5,1077.53,-2.99,-2.99,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2016-09-13,994.25,2016-09-23,5,1032.22,3.82,0.49,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2017-09-15,1081.83,2017-09-22,5,1062.32,-1.8,-1.8,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2018-09-21,1419.03,2018-09-28,2,1411.73,-0.51,-0.51,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2019-09-20,946.16,2019-09-27,5,898.94,-4.99,-5.11,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2020-09-18,1387.42,2020-09-25,5,1247.11,-10.11,-10.13,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2021-09-17,1536.65,2021-09-24,2,1530.02,-0.43,-0.43,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2022-09-16,1080.84,2022-09-23,5,1019.59,-5.67,-5.67,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2023-09-15,1398.35,2023-09-22,5,1349.75,-3.48,-3.48,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2024-09-20,1265.07,2024-09-27,5,1307.8,3.38,1.18,기한청산
코스닥150 지수,만기→다음주금,9,위,손절불가,2025-09-19,1445.48,2025-09-26,5,1394.47,-3.53,-3.53,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2010-09-17,936.77,2010-09-24,2,940.22,-0.37,-0.37,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2011-09-16,940.06,2011-09-23,5,897.49,4.53,-2.26,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2012-09-21,942.08,2012-09-28,5,925.14,1.8,0.14,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2013-09-17,897.78,2013-09-27,5,920.84,-2.57,-2.57,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2014-09-19,963.17,2014-09-26,5,959.81,0.35,0.17,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2015-09-18,1110.78,2015-09-25,5,1077.53,2.99,0.38,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2016-09-13,994.25,2016-09-23,5,1032.22,-3.82,-3.82,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2017-09-15,1081.83,2017-09-22,5,1062.32,1.8,-1.23,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2018-09-21,1419.03,2018-09-28,2,1411.73,0.51,-0.67,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2019-09-20,946.16,2019-09-27,5,898.94,4.99,0.81,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2020-09-18,1387.42,2020-09-25,5,1247.11,10.11,2.37,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2021-09-17,1536.65,2021-09-24,2,1530.02,0.43,0.38,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2022-09-16,1080.84,2022-09-23,5,1019.59,5.67,1.21,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2023-09-15,1398.35,2023-09-22,5,1349.75,3.48,0.79,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2024-09-20,1265.07,2024-09-27,5,1307.8,-3.38,-4.53,기한청산
코스닥150 지수,만기→다음주금,9,아래,손절불가,2025-09-19,1445.48,2025-09-26,5,1394.47,3.53,-2.14,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2010-12-17,996.55,2010-12-24,5,971.35,-2.53,-2.53,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2011-12-16,992.19,2011-12-23,5,974.48,-1.78,-5.74,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2012-12-21,844.25,2012-12-28,4,880.2,4.26,0.87,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2013-12-20,833.68,2013-12-27,4,850.39,2.0,-0.11,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2014-12-19,879.96,2014-12-26,4,875.78,-0.48,-0.48,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2015-12-18,1057.22,2015-12-24,4,1032.02,-2.38,-2.38,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2016-12-16,923.07,2016-12-23,5,909.34,-1.49,-2.5,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2017-12-15,1322.89,2017-12-22,5,1319.42,-0.26,-4.55,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2018-12-21,1162.0,2018-12-28,4,1166.25,0.37,-0.45,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2019-12-20,980.13,2019-12-27,4,1013.35,3.39,-0.68,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2020-12-18,1492.39,2020-12-24,4,1472.81,-1.31,-2.22,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2021-12-17,1474.3,2021-12-24,5,1484.0,0.66,-0.38,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2022-12-16,1010.47,2022-12-23,5,979.06,-3.11,-3.11,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2023-12-15,1346.96,2023-12-22,5,1369.78,1.69,1.69,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2024-12-20,1097.7,2024-12-27,4,1105.64,0.72,0.72,기한청산
코스닥150 지수,만기→다음주금,12,위,손절불가,2025-12-19,1533.99,2025-12-26,4,1540.87,0.45,-0.25,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2010-12-17,996.55,2010-12-24,5,971.35,2.53,0.92,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2011-12-16,992.19,2011-12-23,5,974.48,1.78,1.75,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2012-12-21,844.25,2012-12-28,4,880.2,-4.26,-4.26,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2013-12-20,833.68,2013-12-27,4,850.39,-2.0,-2.0,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2014-12-19,879.96,2014-12-26,4,875.78,0.48,-0.36,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2015-12-18,1057.22,2015-12-24,4,1032.02,2.38,-0.1,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2016-12-16,923.07,2016-12-23,5,909.34,1.49,0.29,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2017-12-15,1322.89,2017-12-22,5,1319.42,0.26,0.26,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2018-12-21,1162.0,2018-12-28,4,1166.25,-0.37,-0.4,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2019-12-20,980.13,2019-12-27,4,1013.35,-3.39,-3.39,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2020-12-18,1492.39,2020-12-24,4,1472.81,1.31,-1.46,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2021-12-17,1474.3,2021-12-24,5,1484.0,-0.66,-0.66,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2022-12-16,1010.47,2022-12-23,5,979.06,3.11,-0.71,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2023-12-15,1346.96,2023-12-22,5,1369.78,-1.69,-3.59,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2024-12-20,1097.7,2024-12-27,4,1105.64,-0.72,-2.33,기한청산
코스닥150 지수,만기→다음주금,12,아래,손절불가,2025-12-19,1533.99,2025-12-26,4,1540.87,-0.45,-1.05,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2010-09-17,936.77,2010-09-30,6,963.37,2.84,-0.05,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2011-09-16,940.06,2011-09-30,10,916.17,-2.54,-12.47,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2012-09-21,942.08,2012-09-28,5,925.14,-1.8,-3.04,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2013-09-17,897.78,2013-09-30,6,917.72,2.22,0.34,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2014-09-19,963.17,2014-09-30,7,954.34,-0.92,-2.02,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2015-09-18,1110.78,2015-09-30,6,1068.35,-3.82,-3.82,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2016-09-13,994.25,2016-09-30,10,1010.18,1.6,0.49,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2017-09-15,1081.83,2017-09-29,10,1074.79,-0.65,-1.8,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2018-09-21,1419.03,2018-09-28,2,1411.73,-0.51,-0.51,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2019-09-20,946.16,2019-09-30,6,894.36,-5.47,-5.47,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2020-09-18,1387.42,2020-09-29,7,1310.49,-5.54,-10.13,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2021-09-17,1536.65,2021-09-30,6,1475.06,-4.01,-4.5,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2022-09-16,1080.84,2022-09-30,10,956.48,-11.51,-11.51,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2023-09-15,1398.35,2023-09-27,8,1321.64,-5.49,-6.88,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2024-09-20,1265.07,2024-09-30,6,1288.34,1.84,1.18,기한청산
코스닥150 지수,만기→말일,9,위,손절불가,2025-09-19,1445.48,2025-09-30,7,1407.18,-2.65,-3.53,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2010-09-17,936.77,2010-09-30,6,963.37,-2.84,-2.84,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2011-09-16,940.06,2011-09-30,10,916.17,2.54,-2.26,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2012-09-21,942.08,2012-09-28,5,925.14,1.8,0.14,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2013-09-17,897.78,2013-09-30,6,917.72,-2.22,-2.57,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2014-09-19,963.17,2014-09-30,7,954.34,0.92,0.17,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2015-09-18,1110.78,2015-09-30,6,1068.35,3.82,0.38,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2016-09-13,994.25,2016-09-30,10,1010.18,-1.6,-3.82,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2017-09-15,1081.83,2017-09-29,10,1074.79,0.65,-1.23,기한청산
코스닥150 지수,만기→말일,9,아래,손절불가,2018-09-21,1419.03,2018-09-28,2,1411.73,0.51,-0.67,기한청산
