종목,조합,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
코스피200 지수,만기→다음주금,9,위,손절불가,앞 절반,18,-18.41,-1.02,50.0,0.517,65.94,-15.94,2.18,-4.23,9,5.2,-12.13,-12.13,4.44,0,0,4.78,예,1990-09-21,2007-09-21,판정 안 함
코스피200 지수,만기→다음주금,9,위,손절불가,뒤 절반,18,-19.88,-1.1,33.33,0.601,62.46,-29.13,1.42,-2.37,12,2.69,-7.95,-7.95,2.7,0,0,4.5,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,9,위,손절불가,최근 10년,10,-9.06,-0.91,30.0,0.954,51.16,-21.16,2.09,-2.19,7,2.69,-4.65,-5.0,2.58,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,9,위,손절불가,최근 5년,5,-6.04,-1.21,20.0,1.231,44.81,-24.81,2.69,-2.18,4,2.69,-3.76,-3.76,2.65,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,9,아래,손절불가,전체,36,38.28,1.06,58.33,1.684,37.26,21.07,3.17,-1.88,15,12.13,-5.2,-5.2,3.62,0,0,4.64,예,1990-09-21,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,9,아래,손절불가,앞 절반,18,18.41,1.02,50.0,1.936,34.06,15.94,4.23,-2.18,9,12.13,-5.2,-5.2,4.44,0,0,4.78,예,1990-09-21,2007-09-21,판정 안 함
코스피200 지수,만기→다음주금,9,아래,손절불가,뒤 절반,18,19.88,1.1,66.67,1.664,37.54,29.13,2.37,-1.42,6,7.95,-2.69,-3.41,2.7,0,0,4.5,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,9,아래,손절불가,최근 10년,10,9.06,0.91,70.0,1.048,48.84,21.16,2.19,-2.09,3,4.65,-2.69,-3.41,2.58,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,9,아래,손절불가,최근 5년,5,6.04,1.21,80.0,0.812,55.19,24.81,2.18,-2.69,1,3.76,-2.69,-3.41,2.65,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,만기→다음주금,12,위,손절불가,전체,36,2.74,0.08,58.33,0.761,56.79,1.54,2.13,-2.8,15,8.13,-7.17,-12.47,3.43,0,0,4.56,예,1990-12-21,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,위,손절불가,앞 절반,18,-2.81,-0.16,50.0,0.912,52.31,-2.31,3.22,-3.53,9,8.13,-7.17,-12.47,4.49,0,0,4.72,예,1990-12-21,2007-12-21,판정 안 함
코스피200 지수,만기→다음주금,12,위,손절불가,뒤 절반,18,5.55,0.31,66.67,0.771,56.46,10.21,1.32,-1.71,6,3.81,-5.38,-5.38,1.99,0,0,4.39,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,위,손절불가,최근 10년,10,3.12,0.31,50.0,1.642,37.84,12.16,1.6,-0.97,5,3.81,-1.76,-2.0,1.74,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,위,손절불가,최근 5년,5,4.17,0.83,80.0,0.842,54.28,25.72,1.48,-1.76,1,3.81,-1.76,-1.9,2.04,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,아래,손절불가,전체,36,-2.74,-0.08,41.67,1.314,43.21,-1.54,2.8,-2.13,21,7.17,-8.13,-8.13,3.43,0,0,4.56,예,1990-12-21,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,아래,손절불가,앞 절반,18,2.81,0.16,50.0,1.097,47.69,2.31,3.53,-3.22,9,7.17,-8.13,-8.13,4.49,0,0,4.72,예,1990-12-21,2007-12-21,판정 안 함
코스피200 지수,만기→다음주금,12,아래,손절불가,뒤 절반,18,-5.55,-0.31,33.33,1.297,43.54,-10.21,1.71,-1.32,12,5.38,-3.81,-3.81,1.99,0,0,4.39,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,아래,손절불가,최근 10년,10,-3.12,-0.31,50.0,0.609,62.16,-12.16,0.97,-1.6,5,1.76,-3.81,-3.81,1.74,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
코스피200 지수,만기→다음주금,12,아래,손절불가,최근 5년,5,-4.17,-0.83,20.0,1.187,45.72,-25.72,1.76,-1.48,4,1.76,-3.81,-3.81,2.04,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
코스피200 지수,만기→말일,9,위,손절불가,전체,36,-33.7,-0.94,41.67,0.715,58.32,-16.65,2.34,-3.28,21,4.62,-10.08,-12.13,3.73,0,0,7.42,예,1990-09-21,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,위,손절불가,앞 절반,18,-8.75,-0.49,55.56,0.618,61.81,-6.25,2.96,-4.8,8,4.62,-10.08,-12.13,4.63,0,0,7.78,예,1990-09-21,2007-09-21,판정 안 함
코스피200 지수,만기→말일,9,위,손절불가,뒤 절반,18,-24.95,-1.39,27.78,0.468,68.11,-40.33,1.1,-2.34,13,2.27,-8.85,-9.82,2.62,0,0,7.06,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,위,손절불가,최근 10년,10,-17.22,-1.72,40.0,0.238,80.78,-40.78,0.81,-3.41,6,2.27,-8.85,-8.85,3.29,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,위,손절불가,최근 5년,5,-16.36,-3.27,40.0,0.014,98.65,-58.65,0.08,-5.5,3,0.12,-8.85,-8.85,3.82,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,아래,손절불가,전체,36,33.7,0.94,58.33,1.399,41.68,16.65,3.28,-2.34,15,10.08,-4.62,-5.2,3.73,0,0,7.42,예,1990-09-21,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,아래,손절불가,앞 절반,18,8.75,0.49,44.44,1.619,38.19,6.25,4.8,-2.96,10,10.08,-4.62,-5.2,4.63,0,0,7.78,예,1990-09-21,2007-09-21,판정 안 함
코스피200 지수,만기→말일,9,아래,손절불가,뒤 절반,18,24.95,1.39,72.22,2.136,31.89,40.33,2.34,-1.1,5,8.85,-2.27,-3.41,2.62,0,0,7.06,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,아래,손절불가,최근 10년,10,17.22,1.72,60.0,4.204,19.22,40.78,3.41,-0.81,4,8.85,-2.27,-3.41,3.29,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
코스피200 지수,만기→말일,9,아래,손절불가,최근 5년,5,16.36,3.27,60.0,73.009,1.35,58.65,5.5,-0.08,2,8.85,-0.12,-3.41,3.82,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,만기→말일,12,위,손절불가,전체,36,9.1,0.25,47.22,1.317,43.17,4.05,3.54,-2.69,19,10.76,-11.44,-12.47,4.4,0,0,6.61,예,1990-12-21,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,위,손절불가,앞 절반,18,6.23,0.35,55.56,0.951,51.24,4.32,3.91,-4.11,8,10.76,-11.44,-12.47,5.55,0,0,6.39,예,1990-12-21,2007-12-21,판정 안 함
코스피200 지수,만기→말일,12,위,손절불가,뒤 절반,18,2.87,0.16,38.89,1.819,35.47,3.42,3.01,-1.65,11,6.61,-5.33,-5.44,3.01,0,0,6.83,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,위,손절불가,최근 10년,10,5.66,0.57,30.0,3.682,21.36,8.64,5.15,-1.4,7,6.61,-5.33,-5.33,3.54,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,위,손절불가,최근 5년,5,4.0,0.8,40.0,2.397,29.43,10.57,5.34,-2.23,3,6.61,-5.33,-5.33,4.66,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,아래,손절불가,전체,36,-9.1,-0.25,52.78,0.76,56.83,-4.05,2.69,-3.54,17,11.44,-10.76,-10.76,4.4,0,0,6.61,예,1990-12-21,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,아래,손절불가,앞 절반,18,-6.23,-0.35,44.44,1.051,48.76,-4.32,4.11,-3.91,10,11.44,-10.76,-10.76,5.55,0,0,6.39,예,1990-12-21,2007-12-21,판정 안 함
코스피200 지수,만기→말일,12,아래,손절불가,뒤 절반,18,-2.87,-0.16,61.11,0.55,64.53,-3.42,1.65,-3.01,7,5.33,-6.61,-6.61,3.01,0,0,6.83,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,아래,손절불가,최근 10년,10,-5.66,-0.57,70.0,0.272,78.64,-8.64,1.4,-5.15,3,5.33,-6.61,-6.61,3.54,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
코스피200 지수,만기→말일,12,아래,손절불가,최근 5년,5,-4.0,-0.8,60.0,0.417,70.57,-10.57,2.23,-5.34,2,5.33,-6.61,-6.61,4.66,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,9,위,손절불가,전체,36,-40.43,-1.12,44.44,0.513,66.09,-21.65,1.76,-3.43,20,5.2,-10.03,-11.0,3.44,0,0,5.83,예,1990-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,위,손절불가,앞 절반,18,-16.19,-0.9,50.0,0.556,64.28,-14.28,2.25,-4.05,9,5.2,-10.03,-11.0,4.07,0,0,5.94,예,1990-09-20,2007-09-20,판정 안 함
코스피200 지수,20일→다음주금,9,위,손절불가,뒤 절반,18,-24.24,-1.35,38.89,0.386,72.14,-33.25,1.13,-2.92,11,2.69,-8.51,-9.83,2.77,0,0,5.72,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,위,손절불가,최근 10년,10,-20.23,-2.02,30.0,0.395,71.7,-41.7,1.37,-3.48,7,2.69,-8.51,-8.51,3.25,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,위,손절불가,최근 5년,5,-14.46,-2.89,20.0,0.627,61.48,-41.48,2.69,-4.29,4,2.69,-8.51,-8.51,4.1,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,아래,손절불가,전체,36,40.43,1.12,55.56,1.949,33.91,21.65,3.43,-1.76,16,10.03,-5.2,-5.2,3.44,0,0,5.83,예,1990-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,아래,손절불가,앞 절반,18,16.19,0.9,50.0,1.8,35.72,14.28,4.05,-2.25,9,10.03,-5.2,-5.2,4.07,0,0,5.94,예,1990-09-20,2007-09-20,판정 안 함
코스피200 지수,20일→다음주금,9,아래,손절불가,뒤 절반,18,24.24,1.35,61.11,2.589,27.86,33.25,2.92,-1.13,7,8.51,-2.69,-3.41,2.77,0,0,5.72,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,아래,손절불가,최근 10년,10,20.23,2.02,70.0,2.533,28.3,41.7,3.48,-1.37,3,8.51,-2.69,-3.41,3.25,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,9,아래,손절불가,최근 5년,5,14.46,2.89,80.0,1.596,38.52,41.48,4.29,-2.69,1,8.51,-2.69,-3.41,4.1,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,20일→다음주금,12,위,손절불가,전체,36,11.66,0.32,61.11,0.832,54.58,6.53,2.25,-2.71,14,8.22,-7.17,-13.0,3.37,0,0,5.08,예,1990-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,위,손절불가,앞 절반,18,6.86,0.38,61.11,0.807,55.33,5.78,2.95,-3.65,7,8.22,-7.17,-13.0,4.28,0,0,5.0,예,1990-12-20,2007-12-20,판정 안 함
코스피200 지수,20일→다음주금,12,위,손절불가,뒤 절반,18,4.8,0.27,61.11,0.883,53.1,8.01,1.56,-1.77,7,3.81,-5.38,-5.38,2.24,0,0,5.17,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,위,손절불가,최근 10년,10,2.39,0.24,50.0,1.358,42.41,7.59,1.81,-1.33,5,3.81,-4.26,-4.26,2.22,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,위,손절불가,최근 5년,5,2.75,0.55,80.0,0.411,70.86,9.14,1.75,-4.26,1,3.81,-4.26,-4.26,3.03,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,아래,손절불가,전체,36,-11.66,-0.32,38.89,1.202,45.42,-6.53,2.71,-2.25,22,7.17,-8.22,-8.22,3.37,0,0,5.08,예,1990-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,아래,손절불가,앞 절반,18,-6.86,-0.38,38.89,1.239,44.67,-5.78,3.65,-2.95,11,7.17,-8.22,-8.22,4.28,0,0,5.0,예,1990-12-20,2007-12-20,판정 안 함
코스피200 지수,20일→다음주금,12,아래,손절불가,뒤 절반,18,-4.8,-0.27,38.89,1.132,46.9,-8.01,1.77,-1.56,11,5.38,-3.81,-4.44,2.24,0,0,5.17,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,아래,손절불가,최근 10년,10,-2.39,-0.24,50.0,0.736,57.59,-7.59,1.33,-1.81,5,4.26,-3.81,-3.81,2.22,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→다음주금,12,아래,손절불가,최근 5년,5,-2.75,-0.55,20.0,2.432,29.14,-9.14,4.26,-1.75,4,4.26,-3.81,-3.81,3.03,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→말일,9,위,손절불가,전체,36,-40.02,-1.11,44.44,0.525,65.58,-21.14,1.81,-3.45,20,4.62,-11.0,-11.0,3.56,0,0,6.67,예,1990-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,위,손절불가,앞 절반,18,-15.19,-0.84,55.56,0.499,66.71,-11.15,2.52,-5.05,8,4.62,-11.0,-11.0,4.54,0,0,6.89,예,1990-09-20,2007-09-20,판정 안 함
코스피200 지수,20일→말일,9,위,손절불가,뒤 절반,18,-24.83,-1.38,33.33,0.264,79.12,-45.79,0.63,-2.38,12,1.96,-8.51,-9.83,2.3,0,0,6.44,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,위,손절불가,최근 10년,10,-17.39,-1.74,40.0,0.125,88.88,-48.88,0.4,-3.16,6,0.94,-8.51,-8.51,2.81,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,위,손절불가,최근 5년,5,-14.27,-2.85,40.0,0.016,98.46,-58.46,0.08,-4.81,3,0.12,-8.51,-8.51,3.53,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,아래,손절불가,전체,36,40.02,1.11,55.56,1.905,34.42,21.14,3.45,-1.81,16,11.0,-4.62,-5.2,3.56,0,0,6.67,예,1990-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,아래,손절불가,앞 절반,18,15.19,0.84,44.44,2.004,33.29,11.15,5.05,-2.52,10,11.0,-4.62,-5.2,4.54,0,0,6.89,예,1990-09-20,2007-09-20,판정 안 함
코스피200 지수,20일→말일,9,아래,손절불가,뒤 절반,18,24.83,1.38,66.67,3.788,20.88,45.79,2.38,-0.63,6,8.51,-1.96,-3.41,2.3,0,0,6.44,예,2008-09-19,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,아래,손절불가,최근 10년,10,17.39,1.74,60.0,7.99,11.12,48.88,3.16,-0.4,4,8.51,-0.94,-3.41,2.81,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
코스피200 지수,20일→말일,9,아래,손절불가,최근 5년,5,14.27,2.85,60.0,63.798,1.54,58.46,4.81,-0.08,2,8.51,-0.12,-3.41,3.53,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피200 지수,20일→말일,12,위,손절불가,전체,36,14.42,0.4,55.56,1.076,48.17,7.39,2.81,-2.61,16,8.8,-11.44,-13.0,3.92,0,0,5.78,예,1990-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,위,손절불가,앞 절반,18,8.63,0.48,66.67,0.663,60.13,6.54,2.92,-4.41,6,8.8,-11.44,-13.0,4.88,0,0,5.39,예,1990-12-20,2007-12-20,판정 안 함
코스피200 지수,20일→말일,12,위,손절불가,뒤 절반,18,5.79,0.32,44.44,1.722,36.73,7.71,2.64,-1.53,10,6.61,-5.03,-5.44,2.79,0,0,6.17,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,위,손절불가,최근 10년,10,7.04,0.7,40.0,2.944,25.35,14.65,3.59,-1.22,6,6.61,-4.26,-4.26,3.12,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,위,손절불가,최근 5년,5,5.16,1.03,60.0,1.446,40.89,19.11,3.19,-2.21,2,6.61,-4.26,-4.26,3.94,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,아래,손절불가,전체,36,-14.42,-0.4,44.44,0.929,51.83,-7.39,2.61,-2.81,20,11.44,-8.8,-8.8,3.92,0,0,5.78,예,1990-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,아래,손절불가,앞 절반,18,-8.63,-0.48,33.33,1.508,39.87,-6.54,4.41,-2.92,12,11.44,-8.8,-8.8,4.88,0,0,5.39,예,1990-12-20,2007-12-20,판정 안 함
코스피200 지수,20일→말일,12,아래,손절불가,뒤 절반,18,-5.79,-0.32,55.56,0.581,63.27,-7.71,1.53,-2.64,8,5.03,-6.61,-6.61,2.79,0,0,6.17,예,2008-12-19,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,아래,손절불가,최근 10년,10,-7.04,-0.7,60.0,0.34,74.65,-14.65,1.22,-3.59,4,4.26,-6.61,-6.61,3.12,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
코스피200 지수,20일→말일,12,아래,손절불가,최근 5년,5,-5.16,-1.03,40.0,0.692,59.11,-19.11,2.21,-3.19,3,4.26,-6.61,-6.61,3.94,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,-5.0,전체,10,-16.32,-1.63,20.0,1.193,45.6,-25.6,3.47,-2.91,8,3.48,-5.0,-5.0,3.23,0,3,3.9,예,2016-09-13,2025-09-19,제외
KODEX 코스닥150,만기→다음주금,9,위,-5.0,앞 절반,5,-8.3,-1.66,20.0,1.182,45.82,-25.82,3.48,-2.95,4,3.48,-5.0,-5.0,3.54,0,2,3.4,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,-5.0,뒤 절반,5,-8.01,-1.6,20.0,1.204,45.37,-25.37,3.45,-2.87,4,3.45,-5.0,-5.0,3.32,0,1,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,-5.0,최근 10년,10,-16.32,-1.63,20.0,1.193,45.6,-25.6,3.47,-2.91,8,3.48,-5.0,-5.0,3.23,0,3,3.9,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,-5.0,최근 5년,5,-8.01,-1.6,20.0,1.204,45.37,-25.37,3.45,-2.87,4,3.45,-5.0,-5.0,3.32,0,1,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,무손절,전체,10,-22.18,-2.22,20.0,0.953,51.2,-31.2,3.47,-3.64,8,3.48,-10.33,-11.02,4.2,0,0,4.4,예,2016-09-13,2025-09-19,제외
KODEX 코스닥150,만기→다음주금,9,위,무손절,앞 절반,5,-13.58,-2.72,20.0,0.817,55.04,-35.04,3.48,-4.27,4,3.48,-10.33,-11.02,5.2,0,0,4.4,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,무손절,뒤 절반,5,-8.6,-1.72,20.0,1.146,46.6,-26.6,3.45,-3.01,4,3.45,-5.59,-5.68,3.47,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,무손절,최근 10년,10,-22.18,-2.22,20.0,0.953,51.2,-31.2,3.47,-3.64,8,3.48,-10.33,-11.02,4.2,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,위,무손절,최근 5년,5,-8.6,-1.72,20.0,1.146,46.6,-26.6,3.45,-3.01,4,3.45,-5.59,-5.68,3.47,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,-5.0,전체,10,22.18,2.22,80.0,1.049,48.8,31.2,3.64,-3.47,2,10.33,-3.48,-4.56,4.2,0,0,4.4,예,2016-09-13,2025-09-19,후보
KODEX 코스닥150,만기→다음주금,9,아래,-5.0,앞 절반,5,13.58,2.72,80.0,1.224,44.96,35.04,4.27,-3.48,1,10.33,-3.48,-3.84,5.2,0,0,4.4,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,-5.0,뒤 절반,5,8.6,1.72,80.0,0.873,53.4,26.6,3.01,-3.45,1,5.59,-3.45,-4.56,3.47,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,-5.0,최근 10년,10,22.18,2.22,80.0,1.049,48.8,31.2,3.64,-3.47,2,10.33,-3.48,-4.56,4.2,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,-5.0,최근 5년,5,8.6,1.72,80.0,0.873,53.4,26.6,3.01,-3.45,1,5.59,-3.45,-4.56,3.47,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,무손절,전체,10,22.18,2.22,80.0,1.049,48.8,31.2,3.64,-3.47,2,10.33,-3.48,-4.56,4.2,0,0,4.4,예,2016-09-13,2025-09-19,후보
KODEX 코스닥150,만기→다음주금,9,아래,무손절,앞 절반,5,13.58,2.72,80.0,1.224,44.96,35.04,4.27,-3.48,1,10.33,-3.48,-3.84,5.2,0,0,4.4,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,무손절,뒤 절반,5,8.6,1.72,80.0,0.873,53.4,26.6,3.01,-3.45,1,5.59,-3.45,-4.56,3.47,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,무손절,최근 10년,10,22.18,2.22,80.0,1.049,48.8,31.2,3.64,-3.47,2,10.33,-3.48,-4.56,4.2,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,9,아래,무손절,최근 5년,5,8.6,1.72,80.0,0.873,53.4,26.6,3.01,-3.45,1,5.59,-3.45,-4.56,3.47,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,-5.0,전체,11,1.23,0.11,54.55,0.967,50.83,3.72,1.48,-1.53,5,3.8,-2.93,-4.43,1.96,0,0,4.45,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,만기→다음주금,12,위,-5.0,앞 절반,5,0.69,0.14,40.0,1.772,36.08,3.92,2.26,-1.28,3,3.8,-2.74,-4.43,2.41,0,0,4.4,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,-5.0,뒤 절반,6,0.54,0.09,66.67,0.57,63.68,2.99,1.09,-1.92,2,1.82,-2.93,-2.93,1.73,0,0,4.5,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,-5.0,최근 10년,10,3.97,0.4,60.0,1.205,45.36,14.64,1.48,-1.23,4,3.8,-2.93,-4.43,1.8,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,-5.0,최근 5년,5,1.44,0.29,80.0,0.373,72.83,7.17,1.09,-2.93,1,1.82,-2.93,-2.93,1.85,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,무손절,전체,11,1.23,0.11,54.55,0.967,50.83,3.72,1.48,-1.53,5,3.8,-2.93,-4.43,1.96,0,0,4.45,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,만기→다음주금,12,위,무손절,앞 절반,5,0.69,0.14,40.0,1.772,36.08,3.92,2.26,-1.28,3,3.8,-2.74,-4.43,2.41,0,0,4.4,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,무손절,뒤 절반,6,0.54,0.09,66.67,0.57,63.68,2.99,1.09,-1.92,2,1.82,-2.93,-2.93,1.73,0,0,4.5,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,무손절,최근 10년,10,3.97,0.4,60.0,1.205,45.36,14.64,1.48,-1.23,4,3.8,-2.93,-4.43,1.8,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,위,무손절,최근 5년,5,1.44,0.29,80.0,0.373,72.83,7.17,1.09,-2.93,1,1.82,-2.93,-2.93,1.85,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,-5.0,전체,11,-1.23,-0.11,45.45,1.034,49.17,-3.72,1.53,-1.48,6,2.93,-3.8,-4.54,1.96,0,0,4.45,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,만기→다음주금,12,아래,-5.0,앞 절반,5,-0.69,-0.14,60.0,0.564,63.92,-3.92,1.28,-2.26,2,2.74,-3.8,-4.3,2.41,0,0,4.4,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,-5.0,뒤 절반,6,-0.54,-0.09,33.33,1.754,36.32,-2.99,1.92,-1.09,4,2.93,-1.82,-4.54,1.73,0,0,4.5,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,-5.0,최근 10년,10,-3.97,-0.4,40.0,0.83,54.64,-14.64,1.23,-1.48,6,2.93,-3.8,-4.54,1.8,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,-5.0,최근 5년,5,-1.44,-0.29,20.0,2.681,27.17,-7.17,2.93,-1.09,4,2.93,-1.82,-4.54,1.85,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,무손절,전체,11,-1.23,-0.11,45.45,1.034,49.17,-3.72,1.53,-1.48,6,2.93,-3.8,-4.54,1.96,0,0,4.45,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,만기→다음주금,12,아래,무손절,앞 절반,5,-0.69,-0.14,60.0,0.564,63.92,-3.92,1.28,-2.26,2,2.74,-3.8,-4.3,2.41,0,0,4.4,아니오,2015-12-18,2019-12-20,판정 안 함
