대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스피200 지수,25일 → 말일+3,25,3,440,0,440,0.82,0.57,58.41,41.59,25.68,-16.04,4.65,3.58,3.05,257,183,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,0.15,0.14,4.4,-4.35,0.6384,0.5345,0.0529,0.0609,,False,예
코스피 종합지수,15일 → 말일-3,15,-3,560,0,560,-0.09,-0.08,49.29,50.71,13.41,-25.45,4.15,2.89,2.98,276,284,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.11,-0.14,-1.32,1.39,0.5475,0.3217,0.4995,0.4735,,False,예
코스피 종합지수,15일 → 말일-2,15,-2,560,0,560,-0.06,0.09,51.25,48.75,16.08,-27.7,4.4,3.0,3.27,287,273,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.11,0.01,0.14,-0.1,0.5704,0.962,1.0,1.0,,True,예
코스피 종합지수,15일 → 말일-1,15,-1,560,0,560,0.09,0.28,53.39,46.61,16.91,-23.21,4.62,3.17,3.44,299,261,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.12,0.1,0.85,-0.82,0.5814,0.4406,0.6444,0.6733,,False,예
코스피 종합지수,15일 → 말일,15,0,560,0,560,0.29,0.26,53.21,46.79,17.96,-22.15,4.73,3.47,3.32,298,262,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.12,-0.05,-0.87,0.91,0.5594,0.7792,0.7153,0.6773,,False,예
코스피 종합지수,15일 → 말일+1,15,1,560,0,560,0.54,0.56,55.36,44.64,19.19,-24.3,4.98,3.77,3.46,310,250,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.1,0.1,-0.25,0.34,0.5984,0.5554,0.9321,0.8961,,False,예
코스피 종합지수,15일 → 말일+2,15,2,560,0,560,0.61,0.48,54.82,45.0,21.23,-27.44,5.22,4.03,3.57,307,252,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.1,0.02,-0.75,0.6,0.6214,0.991,0.7692,0.8012,,False,예
코스피 종합지수,15일 → 말일+3,15,3,560,0,560,0.71,0.35,53.21,46.79,22.96,-26.97,5.45,4.41,3.49,298,262,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.09,-0.13,-1.65,1.68,0.6454,0.5395,0.4316,0.4246,,False,예
코스피 종합지수,16일 → 말일-3,16,-3,560,0,560,-0.06,0.08,50.54,49.29,14.85,-17.68,3.94,2.73,2.92,283,276,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.08,0.02,-0.07,-0.04,0.6394,0.9131,0.959,1.0,,True,예
코스피 종합지수,16일 → 말일-2,16,-2,560,0,560,-0.04,0.15,52.14,47.86,16.74,-20.17,4.2,2.86,3.19,292,268,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.08,0.08,1.04,-0.99,0.6563,0.6004,0.6573,0.6583,,True,예
코스피 종합지수,16일 → 말일-1,16,-1,560,0,560,0.12,0.14,52.32,47.5,17.57,-20.69,4.43,3.15,3.22,293,266,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.1,-0.04,-0.22,0.07,0.6633,0.8132,1.0,1.0,,False,예
코스피 종합지수,16일 → 말일,16,0,560,0,560,0.32,0.16,52.14,47.86,18.63,-21.47,4.56,3.48,3.12,292,268,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.09,-0.14,-1.94,1.98,0.6454,0.4056,0.3816,0.3656,,False,예
코스피 종합지수,16일 → 말일+1,16,1,560,0,560,0.57,0.54,56.07,43.93,20.41,-24.3,4.8,3.67,3.4,314,246,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.07,0.09,0.46,-0.38,0.6883,0.6194,0.8312,0.8631,,False,예
코스피 종합지수,16일 → 말일+2,16,2,560,0,560,0.63,0.48,54.64,45.36,19.69,-27.44,5.05,3.98,3.4,306,254,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.08,0.01,-0.92,0.96,0.6893,0.996,0.7053,0.6763,,False,예
코스피 종합지수,16일 → 말일+3,16,3,560,0,560,0.74,0.52,54.82,45.18,20.3,-26.97,5.28,4.21,3.48,307,253,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.07,0.05,-0.04,0.08,0.7353,0.7982,0.969,0.975,,False,예
코스피 종합지수,17일 → 말일-3,17,-3,560,0,560,-0.07,-0.02,49.82,50.18,12.65,-15.41,3.79,2.6,2.71,279,281,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.09,-0.07,-0.78,0.85,0.6234,0.6134,0.7113,0.6623,,False,예
코스피 종합지수,17일 → 말일-2,17,-2,560,0,560,-0.04,0.13,52.5,47.5,15.07,-17.93,4.02,2.69,3.06,294,266,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.09,0.05,1.39,-1.35,0.6374,0.7253,0.5375,0.5465,,True,예
코스피 종합지수,17일 → 말일-1,17,-1,560,0,560,0.11,0.12,51.07,48.75,16.68,-17.99,4.27,3.06,2.98,286,273,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.1,-0.06,-1.47,1.32,0.6464,0.7293,0.5654,0.5904,,False,예
코스피 종합지수,17일 → 말일,17,0,560,0,560,0.32,0.31,53.75,46.25,21.78,-19.59,4.47,3.28,3.12,301,259,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.1,0.0,-0.33,0.37,0.6364,0.968,0.9021,0.8751,,False,예
코스피 종합지수,17일 → 말일+1,17,1,560,0,560,0.56,0.57,55.36,44.64,21.75,-20.89,4.73,3.65,3.27,310,250,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.07,0.11,-0.25,0.34,0.6763,0.5335,0.9321,0.8961,,False,예
코스피 종합지수,17일 → 말일+2,17,2,560,0,560,0.63,0.36,54.29,45.54,21.77,-24.17,4.98,3.94,3.32,304,255,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.08,-0.11,-1.28,1.14,0.6813,0.5175,0.5774,0.6164,,False,예
코스피 종합지수,17일 → 말일+3,17,3,560,0,560,0.74,0.61,55.89,44.11,22.03,-23.68,5.21,4.09,3.51,313,247,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.07,0.13,1.03,-1.0,0.7283,0.5285,0.6913,0.6883,,False,예
코스피 종합지수,18일 → 말일-3,18,-3,560,0,560,-0.06,-0.04,49.11,50.89,11.97,-15.37,3.64,2.54,2.58,275,285,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.09,-0.09,-1.5,1.57,0.6304,0.5265,0.4496,0.4216,,False,예
코스피 종합지수,18일 → 말일-2,18,-2,560,0,560,-0.04,0.18,52.32,47.32,15.07,-17.93,3.9,2.62,2.98,293,265,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.09,0.11,1.21,-1.52,0.6484,0.4336,0.5894,0.4745,,True,예
코스피 종합지수,18일 → 말일-1,18,-1,560,0,560,0.11,0.18,53.21,46.79,15.97,-17.99,4.18,2.89,3.05,298,262,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.1,0.0,0.67,-0.64,0.6553,0.9321,0.7073,0.7363,,False,예
코스피 종합지수,18일 → 말일,18,0,560,0,560,0.32,0.33,54.82,45.18,21.05,-19.48,4.39,3.15,3.11,307,253,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.09,0.03,0.74,-0.7,0.6464,0.8721,0.7542,0.7762,,False,예
코스피 종합지수,18일 → 말일+1,18,1,560,0,560,0.56,0.53,55.18,44.64,20.14,-20.52,4.6,3.59,3.17,309,250,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.07,0.08,-0.43,0.34,0.6793,0.6633,0.8591,0.8961,,False,예
코스피 종합지수,18일 → 말일+2,18,2,560,0,560,0.63,0.48,55.54,44.46,21.03,-23.81,4.87,3.77,3.29,311,249,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.08,0.01,-0.03,0.06,0.6843,0.991,1.0,0.965,,False,예
코스피 종합지수,18일 → 말일+3,18,3,560,0,560,0.74,0.61,55.36,44.46,21.29,-23.32,5.09,4.04,3.38,310,249,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.07,0.14,0.49,-0.64,0.7313,0.5215,0.8751,0.8142,,False,예
코스피 종합지수,19일 → 말일-3,19,-3,560,0,560,-0.14,-0.07,48.57,51.43,15.68,-15.37,3.36,2.26,2.4,272,288,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.16,-0.13,-2.03,2.1,0.4046,0.3576,0.2987,0.2837,,False,예
코스피 종합지수,19일 → 말일-2,19,-2,560,0,560,-0.11,0.12,52.68,47.32,17.84,-17.93,3.67,2.33,2.83,295,265,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.16,0.04,1.57,-1.52,0.4116,0.7922,0.4775,0.4745,,True,예
코스피 종합지수,19일 → 말일-1,19,-1,560,0,560,0.04,0.19,52.14,47.86,17.8,-18.04,3.93,2.7,2.85,292,268,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.17,0.01,-0.4,0.43,0.4306,0.8771,0.9321,0.8921,,False,예
코스피 종합지수,19일 → 말일,19,0,560,0,560,0.25,0.19,52.86,47.14,20.38,-19.48,4.18,3.04,2.88,296,264,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.17,-0.11,-1.22,1.27,0.4226,0.4945,0.5844,0.5574,,False,예
코스피 종합지수,19일 → 말일+1,19,1,560,0,560,0.49,0.3,52.68,47.32,20.86,-21.77,4.39,3.52,2.89,295,265,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.14,-0.15,-2.93,3.02,0.4615,0.4266,0.1928,0.1768,,False,예
코스피 종합지수,19일 → 말일+2,19,2,560,0,560,0.56,0.32,54.64,45.36,21.04,-25.01,4.68,3.62,3.13,306,254,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.15,-0.15,-0.92,0.96,0.4585,0.3866,0.7053,0.6763,,False,예
코스피 종합지수,19일 → 말일+3,19,3,560,0,560,0.66,0.62,56.25,43.75,20.96,-24.53,4.9,3.8,3.37,315,245,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.14,0.15,1.39,-1.35,0.5035,0.4755,0.5594,0.5614,,False,예
코스피 종합지수,20일 → 말일-3,20,-3,555,0,555,-0.21,-0.08,48.83,51.17,11.63,-17.26,3.17,2.06,2.38,271,284,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.23,-0.14,-1.78,1.85,0.2218,0.3127,0.3576,0.3297,,False,예
코스피 종합지수,20일 → 말일-2,20,-2,560,0,560,-0.18,0.1,52.5,47.5,14.15,-19.76,3.47,2.17,2.78,294,266,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.23,0.03,1.39,-1.35,0.2278,0.8541,0.5375,0.5465,,True,예
코스피 종합지수,20일 → 말일-1,20,-1,560,0,560,-0.03,0.07,52.5,47.5,15.29,-15.66,3.73,2.49,2.82,294,266,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.25,-0.11,-0.04,0.07,0.2438,0.5245,0.967,1.0,,True,예
코스피 종합지수,20일 → 말일,20,0,560,0,560,0.17,0.22,53.04,46.96,20.33,-16.77,3.99,2.86,2.86,297,263,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.24,-0.08,-1.04,1.09,0.2448,0.6334,0.6503,0.6114,,False,예
코스피 종합지수,20일 → 말일+1,20,1,560,0,560,0.42,0.37,53.75,46.25,21.91,-19.5,4.19,3.27,2.9,301,259,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.22,-0.09,-1.86,1.95,0.2657,0.6474,0.4216,0.4006,,False,예
코스피 종합지수,20일 → 말일+2,20,2,560,0,560,0.48,0.31,54.82,45.0,22.09,-22.84,4.52,3.45,3.13,307,252,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.22,-0.15,-0.75,0.6,0.2817,0.3766,0.7692,0.8012,,False,예
코스피 종합지수,20일 → 말일+3,20,3,560,0,560,0.59,0.36,55.0,45.0,20.58,-22.34,4.74,3.71,3.22,308,252,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.22,-0.11,0.14,-0.1,0.2997,0.5894,1.0,1.0,,False,예
코스피 종합지수,21일 → 말일-3,21,-3,548,0,548,-0.22,0.01,50.36,49.64,13.41,-16.47,2.95,1.78,2.25,276,272,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.24,-0.05,-0.24,0.31,0.1958,0.7532,0.8931,0.8551,,True,예
코스피 종합지수,21일 → 말일-2,21,-2,556,0,556,-0.2,0.03,50.18,49.82,12.96,-18.99,3.25,2.05,2.46,279,277,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.24,-0.05,-0.93,0.97,0.2208,0.7263,0.6184,0.6244,,True,예
코스피 종합지수,21일 → 말일-1,21,-1,560,0,560,-0.04,0.17,53.04,46.96,17.46,-18.61,3.56,2.31,2.7,297,263,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.26,-0.01,0.49,-0.47,0.2328,0.994,0.7662,0.7992,,True,예
코스피 종합지수,21일 → 말일,21,0,560,0,560,0.16,0.21,53.57,46.25,22.6,-19.41,3.82,2.66,2.73,300,259,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.25,-0.1,-0.51,0.37,0.2298,0.5475,0.8462,0.8751,,False,예
코스피 종합지수,21일 → 말일+1,21,1,560,0,560,0.41,0.45,54.46,45.54,21.68,-22.31,4.01,3.09,2.8,305,255,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.23,-0.0,-1.14,1.23,0.2408,0.999,0.6364,0.6054,,False,예
코스피 종합지수,21일 → 말일+2,21,2,560,0,560,0.48,0.4,55.36,44.64,22.58,-25.53,4.36,3.33,3.06,310,250,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.23,-0.07,-0.21,0.24,0.2647,0.6903,0.9351,0.9021,,False,예
코스피 종합지수,21일 → 말일+3,21,3,560,0,560,0.58,0.38,55.0,45.0,22.84,-25.05,4.62,3.62,3.13,308,252,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.22,-0.09,0.14,-0.1,0.2857,0.6484,1.0,1.0,,False,예
코스피 종합지수,22일 → 말일-3,22,-3,537,0,537,-0.15,-0.07,48.42,51.58,10.39,-17.63,2.7,1.77,1.95,260,277,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.17,-0.12,-2.19,2.26,0.3756,0.4136,0.2737,0.2667,,False,예
코스피 종합지수,22일 → 말일-2,22,-2,550,0,550,-0.12,0.04,50.55,49.45,9.96,-16.69,3.06,1.99,2.28,278,272,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.17,-0.03,-0.56,0.61,0.3776,0.7962,0.7802,0.7433,,True,예
코스피 종합지수,22일 → 말일-1,22,-1,558,0,558,0.04,0.12,52.33,47.67,15.36,-19.33,3.43,2.3,2.44,292,266,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.18,-0.06,-0.21,0.24,0.4246,0.7243,1.0,0.964,,False,예
코스피 종합지수,22일 → 말일,22,0,560,0,560,0.25,0.27,53.39,46.61,19.34,-21.71,3.74,2.68,2.54,299,261,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.17,-0.03,-0.69,0.73,0.4206,0.8571,0.7722,0.7383,,False,예
코스피 종합지수,22일 → 말일+1,22,1,560,0,560,0.49,0.39,54.11,45.89,18.45,-19.01,3.89,3.11,2.61,303,257,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.15,-0.07,-1.5,1.59,0.4505,0.7363,0.5175,0.4965,,False,예
코스피 종합지수,22일 → 말일+2,22,2,560,0,560,0.56,0.27,55.36,44.64,19.32,-22.36,4.28,3.36,2.91,310,250,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.15,-0.2,-0.21,0.24,0.4555,0.2827,0.9351,0.9021,,False,예
코스피 종합지수,22일 → 말일+3,22,3,560,0,560,0.66,0.49,54.46,45.54,19.58,-21.86,4.55,3.73,3.01,305,255,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.14,0.02,-0.4,0.43,0.5045,0.9121,0.8482,0.8452,,False,예
코스피 종합지수,23일 → 말일-3,23,-3,517,0,517,-0.06,-0.01,49.71,50.29,13.75,-18.01,2.51,1.6,1.7,257,260,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.08,-0.06,-0.9,0.97,0.6424,0.6523,0.6274,0.6324,,False,예
코스피 종합지수,23일 → 말일-2,23,-2,541,0,541,-0.03,0.1,52.31,47.69,15.87,-20.2,2.84,1.82,2.05,283,258,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.07,0.03,1.2,-1.16,0.7013,0.8741,0.5784,0.6124,,True,예
코스피 종합지수,23일 → 말일-1,23,-1,553,0,553,0.14,0.19,53.89,46.11,15.83,-21.18,3.33,2.18,2.26,298,255,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.08,0.01,1.34,-1.32,0.7043,0.8751,0.4875,0.4915,,False,예
코스피 종합지수,23일 → 말일,23,0,560,0,560,0.34,0.28,54.64,45.18,19.34,-22.06,3.59,2.57,2.36,306,253,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.07,-0.03,0.56,-0.7,0.7103,0.8791,0.8092,0.7762,,False,예
코스피 종합지수,23일 → 말일+1,23,1,560,0,560,0.58,0.48,55.71,44.29,18.45,-19.01,3.76,3.0,2.47,312,248,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.05,0.02,0.11,-0.02,0.7443,0.8951,0.965,1.0,,False,예
코스피 종합지수,23일 → 말일+2,23,2,560,0,560,0.65,0.43,56.43,43.57,19.32,-22.36,4.15,3.28,2.75,316,244,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.06,-0.03,0.86,-0.83,0.7642,0.8232,0.7403,0.7682,,False,예
코스피 종합지수,23일 → 말일+3,23,3,560,0,560,0.76,0.54,56.43,43.39,19.58,-21.86,4.48,3.6,2.93,316,243,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.05,0.07,1.56,-1.71,0.8082,0.7193,0.4975,0.4476,,False,예
코스피 종합지수,24일 → 말일-3,24,-3,480,0,480,-0.04,0.08,51.04,48.96,8.11,-13.25,2.11,1.37,1.51,245,235,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,-0.06,0.03,0.44,-0.37,0.7453,0.8881,0.8921,0.9251,,True,예
코스피 종합지수,24일 → 말일-2,24,-2,525,0,525,0.01,0.07,52.19,47.81,9.01,-15.36,2.45,1.63,1.76,274,251,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,-0.04,-0.0,1.08,-1.04,0.8631,0.984,0.6174,0.6553,,False,예
코스피 종합지수,24일 → 말일-1,24,-1,544,0,544,0.16,0.17,53.31,46.69,15.55,-16.4,3.02,2.07,2.02,290,254,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.06,-0.01,0.77,-0.74,0.8102,0.981,0.7033,0.7053,,False,예
코스피 종합지수,24일 → 말일,24,0,555,0,555,0.36,0.22,54.41,45.59,18.57,-17.54,3.35,2.47,2.16,302,253,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.05,-0.09,0.33,-0.29,0.7822,0.5974,0.9131,0.9091,,False,예
코스피 종합지수,24일 → 말일+1,24,1,560,0,560,0.6,0.48,56.96,43.04,20.27,-12.91,3.59,2.87,2.4,319,241,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.04,0.02,1.36,-1.27,0.8082,0.8821,0.5475,0.5724,,False,예
코스피 종합지수,24일 → 말일+2,24,2,560,0,560,0.67,0.39,55.18,44.82,22.86,-16.37,4.05,3.32,2.59,309,251,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.04,-0.07,-0.39,0.42,0.8492,0.6693,0.8771,0.8551,,False,예
코스피 종합지수,24일 → 말일+3,24,3,560,0,560,0.78,0.49,54.64,45.36,25.86,-15.93,4.41,3.67,2.7,306,254,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,-0.02,0.02,-0.22,0.25,0.8851,0.9291,0.9081,0.9061,,False,예
코스피 종합지수,25일 → 말일-3,25,-3,399,0,399,0.02,0.06,52.13,47.62,9.37,-9.97,1.84,1.19,1.25,208,190,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,3.14,3.18,5134,5004,0.0,0.01,1.52,-1.71,0.998,0.975,0.5554,0.4905,,False,예
코스피 종합지수,25일 → 말일-2,25,-2,509,0,509,0.06,0.06,52.26,47.74,10.28,-15.36,2.18,1.48,1.5,266,243,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,3.18,3.23,5471,5229,0.01,-0.01,1.15,-1.11,0.9121,0.9351,0.6144,0.6384,,False,예
코스피 종합지수,25일 → 말일-1,25,-1,536,0,536,0.19,0.1,52.43,47.57,15.55,-16.4,2.81,2.01,1.81,281,255,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,3.37,3.28,5919,5343,-0.02,-0.08,-0.12,0.14,0.962,0.6214,1.0,1.0,,False,예
코스피 종합지수,25일 → 말일,25,0,555,0,555,0.39,0.21,54.59,45.23,18.57,-14.16,3.09,2.32,1.94,303,251,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,3.53,3.27,6395,5425,-0.02,-0.09,0.51,-0.65,0.9111,0.5784,0.8452,0.7802,,False,예
코스피 종합지수,25일 → 말일+1,25,1,560,0,560,0.63,0.46,58.04,41.96,20.27,-10.86,3.42,2.7,2.23,325,235,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,3.75,3.28,6887,5487,-0.0,0.0,2.43,-2.34,0.964,0.969,0.2727,0.2917,,False,예
코스피 종합지수,25일 → 말일+2,25,2,560,0,560,0.71,0.48,56.96,43.04,22.86,-16.28,3.9,3.1,2.46,319,241,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,4.01,3.42,6882,5499,-0.0,0.01,1.4,-1.36,0.972,0.999,0.5504,0.5824,,False,예
코스피 종합지수,25일 → 말일+3,25,3,560,0,560,0.81,0.5,56.61,43.39,25.86,-15.93,4.25,3.45,2.63,317,243,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,4.36,3.51,6795,5586,0.01,0.03,1.74,-1.71,0.994,0.8781,0.4505,0.4476,,False,예
KODEX 코스닥150,15일 → 말일-3,15,-3,131,0,131,-0.24,0.21,51.15,48.85,19.35,-17.43,4.71,3.25,3.89,67,64,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,3.45,3.66,1082,1059,-0.17,0.16,0.89,-0.33,0.6703,0.6743,0.9351,1.0,,True,예
KODEX 코스닥150,15일 → 말일-2,15,-2,131,0,131,-0.35,0.16,51.91,46.56,28.28,-22.45,5.52,3.46,4.62,68,61,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,3.65,3.98,1127,1146,-0.16,0.2,2.57,-3.61,0.7203,0.5415,0.5764,0.3946,,True,예
KODEX 코스닥150,15일 → 말일-1,15,-1,131,0,131,-0.12,0.38,52.67,47.33,32.04,-26.07,5.82,3.86,4.55,69,62,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,3.83,3.94,1235,1172,-0.17,0.25,1.53,-1.2,0.7293,0.4496,0.7173,0.7832,,True,예
KODEX 코스닥150,15일 → 말일,15,0,131,0,131,-0.11,0.0,49.62,49.62,29.42,-15.65,5.89,4.45,4.66,65,65,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,3.97,4.01,1299,1237,-0.18,-0.14,-1.4,1.03,0.7213,0.8322,0.7612,0.8292,,False,예
